,namespace,Semana,Tempo médio entre publicação e ínicio de AA
1102,qescola,23,53 days 18:14:32.220111214
1103,qescola,24,47 days 00:46:56.675065714
1104,qescola,25,39 days 15:20:45.583202
1105,qescola,26,33 days 06:25:11.383560714
1106,qescola,27,19 days 12:51:00.687857
1107,qescola,28,18 days 03:07:26.796066857
1108,qescola,29,8 days 19:47:56.836774666
1109,qescola,30,3 days 06:30:08.798179882
1110,qescola,31,2 days 04:47:14.338104
1111,qescola,32,2 days 11:57:38.277010500
1112,qescola,33,0 days 00:00:11.071069500
1113,qescola,34,0 days 07:12:24.305011500
1114,qescola,35,-1 days +23:50:22.048575648
1115,rede,35,-1 days +23:59:09.088694
1116,saberviver,32,0 days 17:31:35.725599
1117,saea,33,0 days 00:01:04.766714
1118,saea,35,0 days 00:34:31.722647
1119,sagradafamilia,33,0 days 00:25:13.793273
1120,sagradafamilia,34,0 days 23:36:17.639012400
1121,santadoroteia,23,1 days 23:12:39.951751
1122,santadoroteia,33,0 days 12:22:33.398728333
1123,santadoroteia,34,-1 days +23:56:53.429510500
1124,santamariacn,25,9 days 02:41:17.152424500
1125,santamariacn,26,0 days 00:19:24.428185200
1126,santamariacn,27,2 days 06:09:18.745111400
1127,santamariacn,28,0 days 00:02:33.752463500
1128,santamariacn,29,16 days 12:23:39.911281
1129,santamariacn,30,8 days 06:40:59.432650500
1130,santamariacn,31,0 days 09:24:22.185271
1131,santamariacn,32,0 days 13:04:09.037815
1132,santamariacn,33,0 days 00:02:56.766214
1133,santamariacn,34,0 days 09:38:05.644191
1134,santoagostinho,24,0 days 00:00:48.136266
1135,santoamerico,23,2 days 01:26:24.196609756
1136,santoamerico,24,1 days 10:33:04.816677672
1137,santoamerico,25,4 days 22:55:59.824522500
1138,santoamerico,26,48 days 03:17:02.598547250
1139,santoamerico,27,3 days 02:35:42.487921647
1140,santoamerico,28,0 days 00:01:30.680934500
1141,santoamerico,30,6 days 22:12:57.931729230
1142,santoamerico,31,5 days 03:41:14.530642052
1143,santoamerico,32,0 days 21:28:22.809289684
1144,santoamerico,33,2 days 11:06:26.862469200
1145,santoamerico,34,0 days 10:26:00.076566833
1146,santoamerico,35,2 days 15:45:41.170031333
1147,santoantonio,23,0 days 00:00:18.273572
1148,santoantonio,27,-1 days +23:59:14.138573
1149,sas,23,-1 days +23:56:10.946800
1150,sas,25,-1 days +23:58:31.858534
1151,sas,29,-1 days +23:59:52.349962
1152,sas,30,0 days 00:02:42.132000500
1153,sas,31,1 days 00:00:36.260304500
1154,sas,32,0 days 06:26:40.090281500
1155,sas,33,1 days 06:50:14.616293
1156,sasadapt,25,0 days 00:01:31.155784
1157,sasadaptem,23,72 days 09:54:46.639517
1158,sasadaptem,25,-1 days +23:58:22.410090
1159,saseducacao,23,4 days 06:36:36.005844400
1160,seletivoeducallis,23,4 days 01:09:55.166775
1161,seletivoeducallis,26,1 days 15:57:10.977058500
1162,seletivoeducallis,28,1 days 03:50:00.201935
1163,seletivoeducallis,32,0 days 00:18:57.293467
1164,serios,24,0 days 00:02:31.439513
1165,simbios,23,1 days 00:17:22.479609
1166,simbios,33,1 days 01:38:30.370464
1167,simbios,34,1 days 21:33:22.925818
1168,simuladoita,26,2 days 16:00:18.511604
1169,sobral,29,0 days 00:03:41.198004
1170,souhabilis,23,1 days 02:14:02.953273
1171,souhabilis,24,1 days 00:58:20.395920
1172,souhabilis,25,-1 days +23:59:31.805863
1173,souhabilis,26,13 days 15:42:24.238258400
1174,souhabilis,29,1 days 03:07:50.818517
1175,souhabilis,30,1 days 01:59:48.712454
1176,souhabilis,31,0 days 13:47:47.446268
1177,souhabilis,32,0 days 16:46:27.457062666
1178,souhabilis,33,1 days 00:26:27.262127
1179,souhabilis,34,0 days 00:36:18.695005666
1180,souhabilis,35,1 days 01:44:23.899243
1181,spdacruz,23,6 days 17:42:08.271105318
1182,spdacruz,24,4 days 12:38:39.658292910
1183,spdacruz,25,4 days 00:59:27.094777218
1184,spdacruz,26,1 days 08:31:12.139066333
1185,spdacruz,31,8 days 18:32:06.134859900
1186,spdacruz,32,5 days 04:21:44.398295587
1187,spdacruz,33,3 days 03:52:09.404798175
1188,spdacruz,34,1 days 11:29:48.392822500
1189,spdacruz,35,0 days 08:01:58.068884
1190,stellamarisaguaverde,23,2 days 18:07:18.266303250
1191,stellamarisaguaverde,24,3 days 19:48:00.275413769
1192,stellamarisaguaverde,25,1 days 08:08:07.191372250
1193,stellamarisaguaverde,26,1 days 04:20:11.887294565
1194,stellamarisaguaverde,33,0 days 23:51:55.956777714
1195,stellamarisaguaverde,34,2 days 02:29:35.340279666
1196,stellamarisaguaverde,35,2 days 22:08:42.655024714
1197,stellamarisjuveve,23,3 days 00:31:23.410942735
1198,stellamarisjuveve,24,3 days 13:37:33.115183238
1199,stellamarisjuveve,25,2 days 03:36:26.879298370
1200,stellamarisjuveve,26,1 days 02:18:43.273606072
1201,stellamarisjuveve,27,4 days 00:29:07.980945
1202,stellamarisjuveve,29,9 days 17:09:29.535514314
1203,stellamarisjuveve,31,0 days 00:00:15.623481
1204,stellamarisjuveve,32,1 days 01:31:08.983705777
1205,stellamarisjuveve,33,2 days 04:45:50.449733774
1206,stellamarisjuveve,34,2 days 01:46:55.082357193
1207,stellamarisjuveve,35,1 days 22:39:40.641369085
1208,stellamarisxaxim,23,4 days 11:55:18.410177625
1209,stellamarisxaxim,24,4 days 03:59:28.938341800
1210,stellamarisxaxim,25,1 days 04:12:11.186502
1211,stellamarisxaxim,26,1 days 16:33:17.974552270
1212,stellamarisxaxim,27,2 days 00:00:27.203528
1213,stellamarisxaxim,29,3 days 16:05:45.190281035
1214,stellamarisxaxim,31,2 days 03:06:28.303462
1215,stellamarisxaxim,32,0 days 16:49:27.151408600
1216,stellamarisxaxim,33,2 days 12:39:48.784387666
1217,stellamarisxaxim,34,2 days 03:00:02.745972333
1218,stellamarisxaxim,35,2 days 02:35:04.138727235
1219,studos,30,0 days 00:00:33.747602
1220,testevictorhugo,32,-1 days +23:57:25.595149
1221,testevictorhugo,35,1 days 00:02:54.668672
1222,universitariolondrina,23,2 days 00:31:33.718254554
1223,universitariolondrina,24,3 days 05:27:25.534219354
1224,universitariolondrina,25,2 days 22:44:55.025054447
1225,universitariolondrina,26,2 days 06:02:29.461865738
1226,universitariolondrina,27,0 days 11:40:39.895412571
1227,universitariolondrina,28,10 days 20:43:56.114536
1228,universitariolondrina,29,3 days 11:58:38.339990
1229,universitariolondrina,30,2 days 16:21:07.009655241
1230,universitariolondrina,31,2 days 14:35:04.870213959
1231,universitariolondrina,32,2 days 00:45:10.794574358
1232,universitariolondrina,33,2 days 20:48:26.223848900
1233,universitariolondrina,34,3 days 23:10:09.097691181
1234,universitariolondrina,35,1 days 01:36:24.271120222
1235,universobarcarena,23,2 days 18:56:51.334484582
1236,universobarcarena,24,2 days 20:19:12.319506715
1237,universobarcarena,25,14 days 00:07:37.958116644
1238,universobarcarena,26,26 days 19:44:19.541264900
1239,universobarcarena,27,28 days 19:52:00.192835
1240,universobarcarena,28,20 days 11:00:51.773061785
1241,universobarcarena,29,11 days 23:04:49.607716333
1242,universobarcarena,30,4 days 21:44:49.708479
1243,universobarcarena,31,0 days 17:41:44.082372840
1244,universobarcarena,34,0 days 19:03:50.565254
1245,universobarcarena,35,0 days 03:27:11.785915500
1246,villalobos,23,5 days 16:53:44.040103973
1247,villalobos,24,5 days 01:30:09.236478258
1248,villalobos,25,2 days 22:40:19.737160575
1249,villalobos,26,1 days 23:29:47.795973800
1250,villalobos,27,5 days 17:22:34.022432
1251,villalobos,30,3 days 14:45:34.171817
1252,villalobos,31,7 days 12:42:32.964940277
1253,villalobos,32,6 days 05:15:11.002857487
1254,villalobos,33,6 days 13:30:26.681055406
1255,villalobos,34,5 days 05:04:10.444489212
1256,villalobos,35,1 days 08:15:57.124608800
1257,vitae,23,11 days 16:41:12.736007500
1258,vitae,28,5 days 19:29:30.753509
1259,wilsondeandradebarreto,35,-1 days +23:59:59.933496
