,namespace,grade,Porcentagem de visualização de relatórios de AA
576,colegiouirapuru,em 1a serie,0.2909604519774011
577,colegiouirapuru,em 2a serie,0.18947368421052632
578,colegiouirapuru,em 3a serie,0.11611374407582939
579,colegiounidadejardim,ef 5o ano,0.0
580,colegiounidadejardim,ef 6o ano,0.0
581,colegiounidadejardim,ef 7o ano,0.0
582,colegiounidadejardim,ef 8o ano,0.0
583,colegiounidadejardim,em 1a serie,0.0
584,colegiounidadejardim,em 2a serie,0.0
585,colegiounidadejardim,em 3a serie,0.0
586,colegiouniverso,ef 6o ano,0.8488372093023255
587,colegiouniverso,ef 7o ano,0.8475609756097561
588,colegiouniverso,ef 8o ano,0.7931034482758621
589,colegiouniverso,ef 9o ano,0.9
590,colegiouniverso,em 1a serie,0.24642857142857144
591,colegiouniverso,em 2a serie,0.2780612244897959
592,colegiouniverso,em 3a serie,0.23684210526315788
593,colegiouniverso,outro,0.0
594,colegioup,ef 6o ano,0.5311004784688995
595,colegioup,ef 7o ano,0.45604395604395603
596,colegioup,ef 8o ano,0.5449640287769785
597,colegioup,ef 9o ano,0.4701195219123506
598,colegioup,em 1a serie,0.38805220883534136
599,colegioup,em 2a serie,0.3964386129334583
600,colegioup,em 3a serie,0.3076388888888889
601,coleguium,em 1a serie,0.0
602,colevolucao,em 1a serie,0.0
603,colhemerlindacorreia,em 1a serie,0.0
604,colmariatereza,em 1a serie,0.0
605,colprimeiraclasse,em 1a serie,0.0
606,colsantacatarinape,em 1a serie,0.0
607,colsantacatarinape,em 2a serie,0.0
608,colsantacatarinape,em 3a serie,0.0
609,colsantamaria,em 1a serie,0.0
610,colshalom,em 1a serie,0.0
611,colsorriso,em 1a serie,0.0
612,colterceiromilenio,em 1a serie,0.0
613,colveracruz,em 1a serie,0.0
614,conexaosaber,ef 1o ano,0.053763440860215055
615,conexaosaber,ef 2o ano,0.04602510460251046
616,conexaosaber,ef 3o ano,0.03864734299516908
617,conexaosaber,ef 4o ano,0.17989417989417988
618,conexaosaber,ef 5o ano,0.0
619,conexaosaber,ef 6o ano,0.3695652173913043
620,conexaosaber,ef 7o ano,0.20855614973262032
621,conexaosaber,ef 8o ano,0.29411764705882354
622,conexaosaber,ef 9o ano,0.17857142857142858
623,conib,em 1a serie,0.0
624,contemporaneo,em 3a serie,0.0
625,contemporaneocidadeverde,ef 3o ano,0.0
626,contemporaneocidadeverde,ef 5o ano,0.0
627,contemporaneocidadeverde,ef 6o ano,0.5342465753424658
628,contemporaneocidadeverde,ef 7o ano,0.4608108108108108
629,contemporaneocidadeverde,ef 8o ano,0.5561850802644004
630,contemporaneocidadeverde,ef 9o ano,0.5326594090202177
631,contemporaneocidadeverde,em 1a serie,0.5915032679738562
632,contemporaneocidadeverde,em 2a serie,0.4984
633,contemporaneocidadeverde,em 3a serie,0.524822695035461
634,contemporaneolagoanova,ef 6o ano,0.7857142857142857
635,contemporaneolagoanova,ef 7o ano,0.8066666666666666
636,contemporaneolagoanova,ef 8o ano,0.8537549407114624
637,contemporaneolagoanova,ef 9o ano,0.6710992907801419
638,contemporaneolagoanova,em 1a serie,0.6274509803921569
639,contemporaneolagoanova,em 2a serie,0.4606896551724138
640,contemporaneolagoanova,em 3a serie,0.5804444444444444
641,coopermundi,ef 6o ano,0.0
642,coopermundi,ef 7o ano,0.4358974358974359
643,coopermundi,ef 8o ano,0.018518518518518517
644,cotemig,em 1a serie,0.0
645,cparaiso,em 1a serie,0.0
646,crb,ef 6o ano,0.24332019272886551
647,crb,ef 7o ano,0.30375862950652005
648,crb,ef 8o ano,0.2629987908101572
649,crb,ef 9o ano,0.24151811385853938
650,crb,em 1a serie,0.19397404882340005
651,crb,em 2a serie,0.18565656565656566
652,crb,em 3a serie,0.07526881720430108
653,crb,outro,0.6527777777777778
654,crescercampinas,ef 6o ano,0.42408585055643877
655,crescercampinas,ef 7o ano,0.4607218683651805
656,crescercampinas,ef 8o ano,0.611748818365969
657,crescercampinas,ef 9o ano,0.5537567455375675
658,crescercampinas,em 1a serie,0.27475756685277697
659,crescercampinas,em 2a serie,0.10690316395014382
660,crescercampinas,em 3a serie,0.10787878787878788
661,cruzeiro,em 1a serie,0.0
662,culturainglesa,ef 6o ano,0.0
663,cursoenfase,em 3a serie,0.0
664,cursoenfase,outro,0.1705790297339593
665,cursoisfera,outro,0.41414141414141414
666,cursoleopoldo,em 3a serie,0.21794871794871795
667,cursoleopoldo,outro,0.2634920634920635
668,cursoprogressao,ef 6o ano,0.0
669,cursosazambuja,outro,0.6118466898954704
670,czcnet,em 1a serie,0.0
671,dante,em 1a serie,0.0
672,dante,em 3a serie,0.045454545454545456
673,dantealighieri,em 1a serie,0.0
674,darwin,em 1a serie,0.0
675,darwin,em 2a serie,0.0
676,delta,ef 6o ano,0.0
677,deltaeducacional,em 1a serie,0.2627551020408163
678,deltaeducacional,em 2a serie,0.359375
679,deltaeducacional,em 3a serie,0.03333333333333333
680,demo,em 1a serie,0.0
681,diocesanocaruaru,em 1a serie,0.0
682,dionysia,ef 3o ano,0.0
683,dionysia,ef 7o ano,0.0
684,dionysia,ef 9o ano,0.0
685,dionysia,em 1a serie,0.0
686,dionysia,em 2a serie,0.0
687,dionysia,em 3a serie,0.0
688,dionysia,outro,0.0
689,dokimos,ef 3o ano,0.0
690,dokimos,ef 7o ano,0.0
691,dokimos,ef 9o ano,0.0
692,dokimos,em 1a serie,0.0
693,dokimos,em 2a serie,0.0
694,dokimos,em 3a serie,0.0
695,dokimos,outro,0.0
696,dombosco,ef 3o ano,0.0
697,dombosco,ef 7o ano,0.0
698,dombosco,ef 9o ano,0.0
699,dombosco,em 1a serie,0.0
700,dombosco,em 2a serie,0.0
701,dombosco,em 3a serie,0.0
702,dombosco,outro,0.0
703,domboscopetrolina,em 1a serie,0.0
704,dominius,ef 2o ano,0.0
705,dominius,ef 3o ano,0.0
706,dominius,ef 4o ano,0.0
707,dominius,ef 5o ano,0.0
708,dominius,ef 6o ano,0.0
709,dominius,ef 7o ano,0.0
710,dominius,ef 8o ano,0.0
711,dominius,ef 9o ano,0.0
712,dominius,em 1a serie,0.0
713,dominius,em 2a serie,0.0
714,dominius,em 3a serie,0.0
715,dommga,em 3a serie,0.5460526315789473
716,domus,em 1a serie,0.09523809523809523
717,domus,em 2a serie,0.7
718,domus,em 3a serie,0.7833333333333333
719,eacorcovado,ef 6o ano,0.0
720,eacorcovado,ef 8o ano,0.2619047619047619
721,eacorcovado,em 1a serie,0.3018867924528302
722,eacorcovado,em 2a serie,0.5373134328358209
723,eacorcovado,em 3a serie,0.39655172413793105
724,eacorcovado,outro,0.0
725,eccos,ef 3o ano,0.6111111111111112
726,eccos,ef 4o ano,0.8888888888888888
727,eccos,ef 5o ano,0.8292682926829268
728,eccos,ef 6o ano,0.9020979020979021
729,eccos,ef 7o ano,0.8048780487804879
730,eccos,ef 8o ano,0.6374501992031872
731,eccos,ef 9o ano,0.749034749034749
732,eccos,em 1a serie,0.0
733,eccos,em 2a serie,0.0
734,eccos,em 3a serie,0.0
735,eccos,outro,0.0
736,educamais,ef 6o ano,0.0
737,educandarioterciocorreia,ef 3o ano,0.175
738,educandarioterciocorreia,ef 4o ano,0.2833333333333333
739,educandarioterciocorreia,ef 5o ano,0.0
740,educandarioterciocorreia,ef 6o ano,0.30128205128205127
741,educandarioterciocorreia,ef 7o ano,0.3020833333333333
742,educandarioterciocorreia,ef 8o ano,0.4166666666666667
743,educandarioterciocorreia,ef 9o ano,0.46875
744,educarse,outro,0.07636363636363637
745,eduqo,ef 3o ano,0.0
746,eduqo,ef 5o ano,0.0
747,eduqo,ef 7o ano,0.0
748,eduqo,ef 9o ano,0.0
749,eduqo,em 1a serie,0.0
750,eduqo,em 2a serie,0.0
751,eduqo,em 3a serie,0.0
752,eduqo,outro,0.0
753,einsteinassis,ef 6o ano,0.24444444444444444
754,einsteinassis,ef 7o ano,0.36363636363636365
755,einsteinassis,ef 8o ano,0.3125
756,einsteinassis,ef 9o ano,0.359375
757,einsteinassis,em 1a serie,0.4
758,einsteinassis,em 2a serie,0.4074074074074074
759,einsteinassis,em 3a serie,0.20833333333333334
760,elitecuritiba,ef 7o ano,0.0
761,elitecuritiba,em 2a serie,0.0
762,elitecuritiba,em 3a serie,0.0
763,elitecuritibaemilianoperneta,em 1a serie,0.428343949044586
764,elitecuritibaemilianoperneta,em 2a serie,0.6059907834101382
765,elitecuritibaemilianoperneta,em 3a serie,0.3808411214953271
766,elitecuritibaemilianoperneta,outro,0.2222222222222222
767,eluneonline,em 1a serie,0.0
768,elvirabrandao,em 1a serie,0.0
769,ensinando,ef 3o ano,0.0
770,ensinando,ef 7o ano,0.0
771,ensinando,ef 9o ano,0.0
772,ensinando,em 1a serie,0.0
773,ensinando,em 2a serie,0.0
774,ensinando,em 3a serie,0.0
775,ensinando,outro,0.0
776,equipe,em 1a serie,0.0
777,equipea,ef 3o ano,0.0
778,equipea,ef 7o ano,0.0
779,equipea,ef 9o ano,0.0
780,equipea,em 1a serie,0.0
781,equipea,em 2a serie,0.0
782,equipea,em 3a serie,0.0
783,equipea,outro,0.0
784,escola,ef 4o ano,0.0
785,escolaalpha,ef 3o ano,0.0
786,escolaalpha,ef 7o ano,0.0
787,escolaalpha,ef 9o ano,0.0
788,escolaalpha,em 1a serie,0.0
789,escolaalpha,em 2a serie,0.0
790,escolaalpha,em 3a serie,0.0
791,escolaalpha,outro,0.0
792,escolacastanheiras,ef 5o ano,0.0
793,escolacastanheiras,ef 6o ano,0.0
794,escolacastanheiras,ef 7o ano,0.0
795,escolacastanheiras,ef 8o ano,0.0
796,escolacastanheiras,em 1a serie,0.0
797,escolacastanheiras,em 2a serie,0.0
798,escolacastanheiras,em 3a serie,0.0
799,escolaceciliameireles,ef 2o ano,0.09
800,escolaceciliameireles,ef 3o ano,0.5
801,escolaceciliameireles,ef 4o ano,0.23039215686274508
802,escolaceciliameireles,ef 5o ano,0.21107266435986158
803,escolaceciliameireles,ef 6o ano,0.15508021390374332
804,escoladofuturo,em 1a serie,0.0
805,escoladomingossavio,ef 3o ano,0.0
806,escoladomingossavio,ef 7o ano,0.0
807,escoladomingossavio,ef 9o ano,0.0
808,escoladomingossavio,em 1a serie,0.0
809,escoladomingossavio,em 2a serie,0.0
810,escoladomingossavio,em 3a serie,0.0
811,escoladomingossavio,outro,0.0
812,escolaidaam,em 1a serie,0.0
813,escolainternacional,em 1a serie,0.0
814,escolajardimdasnacoes,em 1a serie,0.0
815,escolamaster,em 1a serie,0.29128440366972475
816,escolamaster,em 2a serie,0.2837301587301587
817,escolamaster,em 3a serie,0.13513513513513514
818,escolapresbiterianadecanal,ef 3o ano,0.0
819,escolapresbiterianadecanal,ef 7o ano,0.0
820,escolapresbiterianadecanal,ef 9o ano,0.0
821,escolapresbiterianadecanal,em 1a serie,0.0
822,escolapresbiterianadecanal,em 2a serie,0.0
823,escolapresbiterianadecanal,em 3a serie,0.0
824,escolapresbiterianadecanal,outro,0.0
825,escprogressiva,em 1a serie,0.0
826,escreva,ef 3o ano,0.0
827,escreva,ef 7o ano,0.0
828,escreva,ef 9o ano,0.0
829,escreva,em 1a serie,0.0
830,escreva,em 2a serie,0.0
831,escreva,em 3a serie,0.0
832,escreva,outro,0.0
833,esmg,em 1a serie,0.0
834,estantemagica,ef 6o ano,0.0
835,estantemagica,outro,0.0
836,estreladamanha,ef 6o ano,0.0
837,evolucaojpa,em 1a serie,0.0
838,faculdadeflamingo,outro,0.45112781954887216
839,forumcultural,em 1a serie,0.0
840,franciscanopioxii,ef 1o ano,0.0
841,franciscanopioxii,em 1a serie,0.0
842,francobrasileiro,ef 1o ano,0.0
843,francobrasileiro,em 3a serie,0.04339250493096647
844,fundacaobradesco,em 1a serie,0.0
845,galois,em 1a serie,0.0
846,gaylussac,em 1a serie,0.0
847,gerabixo,outro,0.021834061135371178
848,geracaoatual,em 1a serie,0.0
849,grandepasso,ef 1o ano,0.0
850,grandepasso,em 1a serie,0.0
851,idaam,em 3a serie,0.49137931034482757
852,idb,em 1a serie,0.0
853,igmk,ef 3o ano,0.0
854,igmk,ef 7o ano,0.0
855,igmk,ef 9o ano,0.0
856,igmk,em 1a serie,0.0
857,igmk,em 2a serie,0.0
858,igmk,em 3a serie,0.0
859,igmk,outro,0.0
860,imaculada,em 1a serie,0.0
861,implantacao,ef 1o ano,0.0
862,implantacao,ef 2o ano,0.0
863,implantacao,ef 3o ano,0.0
864,implantacao,ef 4o ano,0.0
865,implantacao,ef 5o ano,0.0
866,implantacao,ef 6o ano,0.0
867,implantacao,ef 7o ano,0.0
868,implantacao,em 1a serie,0.0
869,implantacao,em 2a serie,0.0
870,implantacao,em 3a serie,0.0
871,implantacao,outro,0.0
872,insa,em 1a serie,0.075
873,insa,em 2a serie,0.23030303030303031
874,insa,em 3a serie,0.030303030303030304
875,institutoauxiliadoradf,em 1a serie,0.2222222222222222
876,institutoauxiliadoradf,em 2a serie,0.2719298245614035
877,institutoauxiliadoradf,em 3a serie,0.17647058823529413
878,institutocristao,ef 6o ano,0.042105263157894736
879,institutocristao,ef 7o ano,0.10714285714285714
880,institutocristao,ef 9o ano,0.09523809523809523
881,institutocristao,em 2a serie,0.2
882,institutocristao,em 3a serie,0.0
883,institutoeurofarma,outro,0.6823204419889503
884,institutoideia,ef 3o ano,0.0
885,institutoideia,ef 7o ano,0.0
886,institutoideia,ef 9o ano,0.0
887,institutoideia,em 1a serie,0.0
888,institutoideia,em 2a serie,0.0
889,institutoideia,em 3a serie,0.0
890,institutoideia,outro,0.0
891,institutomariaauxiliadora,ef 3o ano,0.0
892,institutomariaauxiliadora,ef 7o ano,0.0
893,institutomariaauxiliadora,ef 9o ano,0.0
894,institutomariaauxiliadora,em 1a serie,0.0
895,institutomariaauxiliadora,em 2a serie,0.0
896,institutomariaauxiliadora,em 3a serie,0.0
897,institutomariaauxiliadora,outro,0.0
898,institutosaojose,em 1a serie,0.19047619047619047
899,institutosaojose,em 2a serie,0.012345679012345678
900,institutosaojose,em 3a serie,0.2727272727272727
901,integra,ef 1o ano,0.53125
902,integra,ef 2o ano,0.5952380952380952
903,integra,ef 3o ano,0.8529411764705882
904,integra,ef 4o ano,0.8333333333333334
905,integra,ef 5o ano,0.7333333333333333
906,integra,ef 6o ano,0.8181818181818182
907,integra,ef 7o ano,0.875
908,integra,ef 8o ano,0.6666666666666666
909,integradaeducativa,ef 6o ano,0.7389100126742713
910,integradaeducativa,ef 7o ano,0.7358247422680413
911,integradaeducativa,ef 8o ano,0.7769028871391076
912,integradaeducativa,ef 9o ano,0.7417322834645669
913,integradaeducativa,em 1a serie,0.4307692307692308
914,integradaeducativa,em 2a serie,0.5775193798449613
915,integradaeducativa,em 3a serie,0.3772893772893773
916,invictus,ef 6o ano,0.5721925133689839
917,invictus,ef 7o ano,0.4738095238095238
918,invictus,ef 8o ano,0.43356643356643354
919,invictus,ef 9o ano,0.5849673202614379
920,invictus,em 1a serie,0.6324110671936759
921,invictus,em 2a serie,0.5485714285714286
922,invictus,em 3a serie,0.43333333333333335
923,invictus,outro,0.5
924,iracemarufino,infantil iii,0.25
925,isem,ef 3o ano,0.49333333333333335
926,isem,ef 4o ano,0.5753968253968254
927,isem,ef 5o ano,0.5340909090909091
928,isem,ef 6o ano,0.7528011204481793
929,isem,ef 7o ano,0.6600817438692098
930,isem,ef 8o ano,0.7844827586206896
931,isem,ef 9o ano,0.7356770833333334
932,isemear,ef 3o ano,0.0
933,isemear,ef 7o ano,0.0
934,isemear,ef 9o ano,0.0
935,isemear,em 1a serie,0.0
936,isemear,em 2a serie,0.0
937,isemear,em 3a serie,0.0
938,isemear,outro,0.0
939,ismart,em 1a serie,0.0
940,itamarati,ef 8o ano,0.73
941,jardimsaopaulo,em 1a serie,0.0
942,jazzvestibular,outro,0.48148148148148145
943,jeanpiaget,em 1a serie,0.0
944,joaobelem,ef 6o ano,0.4444444444444444
945,joaobelem,ef 9o ano,0.15
946,lasalleaguasclaras,em 1a serie,0.019753086419753086
947,lasalleaguasclaras,em 2a serie,0.011299435028248588
948,lasalleaguasclaras,em 3a serie,0.050724637681159424
949,lasallesp,ef 3o ano,0.0
950,lasallesp,ef 7o ano,0.0
951,lasallesp,ef 9o ano,0.0
952,lasallesp,em 1a serie,0.0
953,lasallesp,em 2a serie,0.0
954,lasallesp,em 3a serie,0.0
955,lasallesp,outro,0.0
956,lerote,em 1a serie,0.0
957,liceujardim,ef 3o ano,0.0
958,liceujardim,ef 7o ano,0.0
959,liceujardim,ef 9o ano,0.0
960,liceujardim,em 1a serie,0.0
961,liceujardim,em 2a serie,0.0
962,liceujardim,em 3a serie,0.0
963,liceujardim,outro,0.0
964,liderasas,em 1a serie,0.0
965,liessin,ef 1o ano,0.0
966,liessinbarra,ef 8o ano,0.2857142857142857
967,litteratus,ef 6o ano,0.0
968,litteratus,em 3a serie,0.024390243902439025
969,macvest,outro,0.5618374558303887
970,magister,ef 3o ano,0.5170454545454546
971,magister,ef 4o ano,0.7547169811320755
972,magister,ef 5o ano,0.7839506172839507
973,magister,ef 6o ano,0.0
974,magister,outro,0.3333333333333333
975,magno,ef 1o ano,0.0
976,magno,em 1a serie,0.0
977,magnum,em 1a serie,0.0
978,magnumagostiniano,ef 1o ano,0.0
979,magnumagostiniano,em 1a serie,0.0
980,maplebearslz,ef 2o ano,0.0
981,maplebearslz,ef 3o ano,0.3047619047619048
982,maplebearslz,ef 4o ano,0.1435602953240361
983,maplebearslz,ef 5o ano,0.27238805970149255
984,maplebearslz,ef 6o ano,0.6910828025477707
985,maplebearslz,ef 7o ano,0.59613196814562
986,maplebearslz,ef 8o ano,0.7028112449799196
987,maplebearslz,ef 9o ano,0.5347661188369153
988,maplebearslz,em 1a serie,0.2891891891891892
989,maplebearslz,em 2a serie,0.1346938775510204
990,maplebearslz,outro,0.03333333333333333
991,mariliamattoso,ef 5o ano,0.49272727272727274
992,mariliamattoso,ef 6o ano,0.7076663858466723
993,mariliamattoso,ef 7o ano,0.6758893280632411
994,mariliamattoso,ef 8o ano,0.7074030552291422
995,mariliamattoso,ef 9o ano,0.5735294117647058
996,mariliamattoso,em 1a serie,0.6150296638101516
997,mariliamattoso,em 2a serie,0.6555984555984556
998,mariliamattoso,em 3a serie,0.6324786324786325
999,maristadomsilverio,ef 3o ano,0.0
1000,maristadomsilverio,ef 7o ano,0.0
1001,maristadomsilverio,ef 9o ano,0.0
1002,maristadomsilverio,em 1a serie,0.0
1003,maristadomsilverio,em 2a serie,0.0
1004,maristadomsilverio,em 3a serie,0.0
1005,maristadomsilverio,outro,0.0
1006,master,ef 1o ano,0.039112050739957716
1007,master,ef 2o ano,0.06701366297983084
1008,master,ef 3o ano,0.13560709413369715
1009,master,ef 4o ano,0.21682061254253768
1010,master,ef 5o ano,0.22477624084621645
1011,master,ef 6o ano,0.3913327526132404
1012,master,ef 7o ano,0.38918106686701726
1013,master,ef 8o ano,0.3522613065326633
1014,master,ef 9o ano,0.32076984763432237
1015,master,em 1a serie,0.2788403462854842
1016,master,em 2a serie,0.26223224351747465
1017,master,em 3a serie,0.015235971757710888
1018,master,outro,0.18438582467359446
1019,meta,ef 6o ano,0.0
1020,meta,em 1a serie,0.0
1021,meta,em 3a serie,0.0
1022,meta,outro,0.1111111111111111
1023,metodocerto,ef 3o ano,0.0
1024,metodocerto,ef 7o ano,0.0
1025,metodocerto,ef 9o ano,0.0
1026,metodocerto,em 1a serie,0.0
1027,metodocerto,em 2a serie,0.0
1028,metodocerto,em 3a serie,0.0
1029,metodocerto,outro,0.0
1030,minhalista,outro,0.25
1031,moaciralves,ef 8o ano,0.043478260869565216
1032,moaciralves,ef 9o ano,0.05263157894736842
1033,mobile,em 1a serie,0.0
1034,monsenhorgoncalo,outro,0.0
1035,montessori,em 1a serie,0.16666666666666666
1036,montessori,em 2a serie,0.027777777777777776
1037,montessori,em 3a serie,0.23
1038,motiva,em 1a serie,0.0
1039,mundialfranciscobeltrao,ef 6o ano,0.045454545454545456
1040,navegasas,ef 5o ano,0.0
1041,nossasenhoradesion,em 1a serie,0.0
1042,notredame,em 1a serie,0.0
1043,novageracaope,em 1a serie,0.0
1044,novotempo,ef 7o ano,0.0
1045,novotempo,ef 9o ano,0.1728395061728395
1046,novotempo,em 1a serie,0.8157894736842105
1047,novotempo,em 2a serie,0.4375
1048,novotempo,em 3a serie,0.9047619047619048
1049,nsdasgracas,ef 6o ano,0.0
1050,nsdasgracas,ef 7o ano,0.0
1051,nsdasgracas,ef 8o ano,0.0
1052,nsdasgracas,em 1a serie,0.0
1053,nsdasgracas,em 2a serie,0.0
1054,nsdasgracas,em 3a serie,0.0
1055,nucleo,ef 1o ano,0.0
1056,nucleo,em 1a serie,0.0
1057,nucleocriativo,ef 1o ano,0.05714285714285714
1058,nucleocriativo,ef 2o ano,0.12
1059,nucleocriativo,ef 3o ano,0.19285714285714287
1060,nucleocriativo,ef 4o ano,0.16111111111111112
1061,nucleocriativo,ef 5o ano,0.11983471074380166
1062,nucleocriativo,ef 6o ano,0.25669642857142855
1063,nucleocriativo,ef 7o ano,0.22402597402597402
1064,nucleocriativo,ef 8o ano,0.14285714285714285
1065,nucleocriativo,ef 9o ano,0.21333333333333335
1066,nucleocriativo,em 1a serie,0.09401709401709402
1067,objetivoamericana,ef 3o ano,0.0
1068,objetivoamericana,ef 7o ano,0.0
1069,objetivoamericana,ef 9o ano,0.0
1070,objetivoamericana,em 1a serie,0.0
1071,objetivoamericana,em 2a serie,0.0
1072,objetivoamericana,em 3a serie,0.0
1073,objetivoamericana,outro,0.0
1074,objetivohortolandia,ef 3o ano,0.0
1075,objetivohortolandia,ef 7o ano,0.0
1076,objetivohortolandia,ef 9o ano,0.0
1077,objetivohortolandia,em 1a serie,0.0
1078,objetivohortolandia,em 2a serie,0.0
1079,objetivohortolandia,em 3a serie,0.0
1080,objetivohortolandia,outro,0.0
1081,objetivolorena,ef 4o ano,0.07654320987654321
1082,objetivolorena,ef 5o ano,0.15681818181818183
1083,objetivolorena,ef 6o ano,0.20500595947556616
1084,objetivolorena,ef 7o ano,0.24083769633507854
1085,objetivolorena,ef 8o ano,0.2122122122122122
1086,objetivolorena,ef 9o ano,0.23126734505087881
1087,objetivolorena,em 1a serie,0.3704433497536946
1088,objetivolorena,em 2a serie,0.2641509433962264
1089,objetivolorena,em 3a serie,0.10926829268292683
1090,objetivolorena,outro,0.17424242424242425
1091,objetivoteresina,em 1a serie,0.0
1092,oficinadoestudante,ef 3o ano,0.0
1093,oficinadoestudante,ef 7o ano,0.0
1094,oficinadoestudante,ef 9o ano,0.0
1095,oficinadoestudante,em 1a serie,0.0
1096,oficinadoestudante,em 2a serie,0.0
1097,oficinadoestudante,em 3a serie,0.0
1098,oficinadoestudante,outro,0.0
1099,osequim,ef 6o ano,0.0
1100,oswald,ef 2o ano,0.0
1101,oswald,em 1a serie,0.0
1102,oswald,em 3a serie,0.0
1103,oswald,outro,0.0
1104,oswalddeandrade,ef 1o ano,0.0
1105,oswalddeandrade,em 1a serie,0.0
1106,overabelcabral,ef 1o ano,0.35714285714285715
1107,overabelcabral,ef 2o ano,0.5540540540540541
1108,overabelcabral,ef 3o ano,0.7111111111111111
1109,overabelcabral,ef 4o ano,0.8167539267015707
1110,overabelcabral,ef 5o ano,0.8543417366946778
1111,overabelcabral,ef 6o ano,0.49181141439205955
1112,overabelcabral,ef 7o ano,0.5505287896592245
1113,overabelcabral,ef 8o ano,0.5605966438781852
1114,overabelcabral,ef 9o ano,0.3701899659035558
1115,overabelcabral,em 1a serie,0.35135135135135137
1116,overabelcabral,em 2a serie,0.22170457659632775
1117,overabelcabral,em 3a serie,0.5
1118,overjoaopessoa,ef 9o ano,0.3273809523809524
1119,overjoaopessoa,em 1a serie,0.33455433455433453
1120,overjoaopessoa,em 2a serie,0.3517857142857143
1121,overjoaopessoa,em 3a serie,0.5
1122,overjoaopessoa,outro,0.5
1123,overlimaesilva,ef 1o ano,0.6493506493506493
1124,overlimaesilva,ef 2o ano,0.7395833333333334
1125,overlimaesilva,ef 3o ano,0.5543478260869565
1126,overlimaesilva,ef 4o ano,0.7425287356321839
1127,overlimaesilva,ef 5o ano,0.8687150837988827
1128,overmarciliofurtado,ef 6o ano,0.6498237367802585
1129,overmarciliofurtado,ef 7o ano,0.5595126522961574
1130,overmarciliofurtado,ef 8o ano,0.5314625850340136
1131,overmarciliofurtado,ef 9o ano,0.4331597222222222
1132,overmarciliofurtado,em 1a serie,0.2814814814814815
1133,overmarciliofurtado,em 2a serie,0.3307345096430037
1134,overmarciliofurtado,em 3a serie,0.5220125786163522
1135,overmossoro,ef 1o ano,0.3333333333333333
1136,overmossoro,ef 2o ano,0.14285714285714285
1137,overmossoro,ef 4o ano,0.0
1138,overmossoro,ef 5o ano,0.925
1139,overmossoro,ef 6o ano,0.6142857142857143
1140,overmossoro,ef 7o ano,0.546583850931677
1141,overmossoro,ef 8o ano,0.4891304347826087
1142,overmossoro,ef 9o ano,0.44107744107744107
1143,overmossoro,em 1a serie,0.3323170731707317
1144,overmossoro,em 3a serie,0.4583333333333333
1145,overmossoro,outro,0.27702702702702703
1146,overnascimentodecastro,ef 3o ano,0.0
1147,overnascimentodecastro,outro,0.18772136953955135
1148,overpontanegra,ef 1o ano,0.6160714285714286
1149,overpontanegra,ef 2o ano,0.0
1150,overpontanegra,ef 3o ano,0.6628787878787878
1151,overpontanegra,ef 4o ano,0.3868312757201646
1152,overpontanegra,ef 5o ano,0.9119170984455959
1153,overpontanegra,ef 6o ano,0.44089012517385257
1154,overpontanegra,ef 7o ano,0.42133956386292837
1155,overpontanegra,ef 8o ano,0.3933333333333333
1156,overpontanegra,ef 9o ano,0.30558096980786825
1157,overpontanegra,em 1a serie,0.2527010804321729
1158,overpontanegra,em 2a serie,0.356078431372549
1159,overpontanegra,em 3a serie,0.5877192982456141
1160,overzonanorte,ef 1o ano,0.17777777777777778
1161,overzonanorte,ef 2o ano,0.20454545454545456
1162,overzonanorte,ef 3o ano,0.2916666666666667
1163,overzonanorte,ef 4o ano,0.17328519855595667
1164,overzonanorte,ef 5o ano,0.4100418410041841
1165,overzonanorte,ef 6o ano,0.3875
1166,overzonanorte,ef 7o ano,0.23694029850746268
1167,overzonanorte,ef 8o ano,0.2434881087202718
1168,overzonanorte,ef 9o ano,0.489769820971867
1169,overzonanorte,em 1a serie,0.27210056772100566
1170,overzonanorte,em 2a serie,0.23943661971830985
1171,overzonanorte,em 3a serie,0.3181818181818182
1172,overzonanorte,outro,0.19333333333333333
1173,ovquim,ef 6o ano,0.0
1174,padreeustaquio,ef 3o ano,0.0
1175,padreeustaquio,ef 6o ano,0.0
1176,padreeustaquio,ef 7o ano,0.0
1177,padreeustaquio,ef 9o ano,0.0
1178,padreeustaquio,em 1a serie,0.0
1179,padreeustaquio,em 2a serie,0.0
1180,padreeustaquio,em 3a serie,0.0
1181,padreeustaquio,outro,0.0
1182,palmares,em 1a serie,0.0
1183,pauloviana,ef 9o ano,0.0
1184,pcf,ef 3o ano,0.0
1185,pcf,ef 7o ano,0.0
1186,pcf,ef 9o ano,0.0
1187,pcf,em 1a serie,0.0
1188,pcf,em 2a serie,0.0
1189,pcf,em 3a serie,0.0
1190,pcf,outro,0.0
1191,pearson,em 3a serie,0.0
1192,pensecursos,ef 3o ano,0.0
1193,pensecursos,ef 7o ano,0.0
1194,pensecursos,ef 9o ano,0.0
1195,pensecursos,em 1a serie,0.0
1196,pensecursos,em 2a serie,0.0
1197,pensecursos,em 3a serie,0.0
1198,pensecursos,outro,0.0
1199,physicsalcindocacela,ef 9o ano,0.45604395604395603
1200,physicsalcindocacela,em 1a serie,0.35185185185185186
1201,physicsalcindocacela,em 2a serie,0.5198412698412699
