,namespace,Porcentagem de engajamento em série de exercícios,Número de exercícios por turma,Média de séries de exercícios por turma,Porcentagem de visualização de relatórios de SE por alunos,Porcentagem de visualização de relatórios de AA,Número de AAs iniciadas por aluno
737,www,0.0,0.0,0.0,0.0,0.0,0.0
738,witidiomas,0.0,0.0,0.0,0.0,0.0,0.0
739,webinars,0.0,0.0,0.0,0.0,0.0,0.0
740,vmcursos,0.0,0.0,0.0,0.0,0.0,0.0
741,vivap,0.0,0.0,0.0,0.0,0.0,0.0
742,virgempoderosa,0.0,0.0,0.0,0.0,0.0,0.0
743,vilaolimpia,0.0,0.0,0.0,0.0,0.0,0.0
744,viladasletras,0.0,0.0,0.0,0.0,0.0,0.0
745,vieiraeducacional,0.0,0.0,0.0,0.0,0.0,0.0
746,vicentecravo,0.0,0.0,0.0,0.0,0.0,0.0
747,uniaomissnorte,0.0,0.0,0.0,0.0,0.0,0.0
748,uniao,0.0,0.0,0.0,0.0,0.0,0.0
749,unevale,0.0,0.0,0.0,0.0,0.0,0.0
750,tabernaculo,0.0,0.0,0.0,0.0,0.0,0.0
751,suellenenglishteacher,0.0,0.0,0.0,0.0,0.0,0.0
752,suelenenglishteacher,0.0,0.0,0.0,0.0,0.0,0.0
753,stone,0.0,0.0,0.0,0.0,0.0,0.0
754,stellamaris,0.0,0.0,0.0,0.0,0.0,0.0
755,spe,0.0,0.0,0.0,0.0,0.0,0.0
756,soueducativa,0.0,0.0,0.0,0.0,0.0,0.0
757,sosmamaecoruja,0.0,0.0,0.0,0.0,0.0,0.0
758,sociedadeevangelica,0.0,0.0,0.0,0.0,0.0,0.0
759,sociedadebread,0.0,0.0,0.0,0.0,0.0,0.0
760,smevilaura,0.0,0.0,0.0,0.0,0.0,0.0
761,smetatui,0.0,0.0,0.0,0.0,0.0,0.0
762,smerousseau,0.0,0.0,0.0,0.0,0.0,0.0
763,smepresbiterianopprudente,0.0,0.0,0.0,0.0,0.0,0.0
764,smemundodeplatao,0.0,0.0,0.0,0.0,0.0,0.0
765,smemhorebe,0.0,0.0,0.0,0.0,0.0,0.0
766,smelemeitapeva,0.0,0.0,0.0,0.0,0.0,0.0
767,superar,0.0,0.0,0.0,0.0,0.0,0.0
768,tadeubio,0.0,0.0,0.0,0.0,0.0,0.0
769,ulbraconcordia,0.0,0.0,0.0,0.0,0.0,0.0
770,teofilorezende,0.0,0.0,0.0,0.0,0.0,0.0
771,ulbra,0.0,0.0,0.0,0.0,0.0,0.0
772,tvve,0.0,0.0,0.0,0.0,0.0,0.0
773,tutorio,0.0,0.0,0.0,0.0,0.0,0.0
774,tsukimi,0.0,0.0,0.0,0.0,0.0,0.0
775,trattoatelier,0.0,0.0,0.0,0.0,0.0,0.0
776,tomazdeaquino,0.0,0.0,0.0,0.0,0.0,0.0
777,tiquinhodegente,0.0,0.0,0.0,0.0,0.0,0.0
778,tiathais,0.0,0.0,0.0,0.0,0.0,0.0
779,tialo,0.0,0.0,0.0,0.0,0.0,0.0
780,tiaanamaria,0.0,0.0,0.0,0.0,0.0,0.0
781,testeqmagico,0.0,0.0,0.0,0.0,0.0,0.0
782,testedequarta,0.0,0.0,0.0,0.0,0.0,0.0
783,terezaverzeri,0.0,0.0,0.0,0.0,0.0,0.0
784,terceiradimensao,0.0,0.0,0.0,0.0,0.0,0.0
785,teotonioneto,0.0,0.0,0.0,0.0,0.0,0.0
786,santarita,0.0,0.0,0.0,0.0,0.0,0.0
787,pitagorasjuruti,0.0,0.0,0.0,0.0,0.0,0.0
788,pitagorascidadejardim,0.0,0.0,0.0,0.0,0.0,0.0
789,piracicabaeducacaoadventista,0.0,0.0,0.0,0.0,0.0,0.0
790,pinheirosonline,0.0,0.0,0.0,0.0,0.0,0.0
791,piemonte,0.0,0.0,0.0,0.0,0.0,0.0
792,physics,0.0,0.0,0.0,0.0,0.0,0.0
793,phoenixeducacional,0.0,0.0,0.0,0.0,0.0,0.0
794,pertinhodanatureza,0.0,0.0,0.0,0.0,0.0,0.0
795,principedapaz,0.0,0.0,0.0,0.0,0.0,0.0
796,personalvestibulares,0.0,0.0,0.0,0.0,0.0,0.0
797,peresguimaraes,0.0,0.0,0.0,0.0,0.0,0.0
798,pererecasaltadora,0.0,0.0,0.0,0.0,0.0,0.0
799,pequenospassos,0.0,0.0,0.0,0.0,0.0,0.0
800,pequenosamuel,0.0,0.0,0.0,0.0,0.0,0.0
801,pentagono,0.0,0.0,0.0,0.0,0.0,0.0
802,pensemac,0.0,0.0,0.0,0.0,0.0,0.0
803,planetaencantado,0.0,0.0,0.0,0.0,0.0,0.0
804,planneta,0.0,0.0,0.0,0.0,0.0,0.0
805,plenuspetrolina,0.0,0.0,0.0,0.0,0.0,0.0
806,presbpatominas,0.0,0.0,0.0,0.0,0.0,0.0
807,presbjuina,0.0,0.0,0.0,0.0,0.0,0.0
808,presbiterianotatui,0.0,0.0,0.0,0.0,0.0,0.0
809,presbiterianomacae,0.0,0.0,0.0,0.0,0.0,0.0
810,presbiterianodepiumhi,0.0,0.0,0.0,0.0,0.0,0.0
811,presbiterianoaraguaia,0.0,0.0,0.0,0.0,0.0,0.0
812,presbiterianajdsaovicente,0.0,0.0,0.0,0.0,0.0,0.0
813,presbiterianadogama,0.0,0.0,0.0,0.0,0.0,0.0
814,presbiterianacastanheira,0.0,0.0,0.0,0.0,0.0,0.0
815,presbfmc,0.0,0.0,0.0,0.0,0.0,0.0
816,presbericocardoso,0.0,0.0,0.0,0.0,0.0,0.0
817,podion,0.0,0.0,0.0,0.0,0.0,0.0
818,plenusprevest,0.0,0.0,0.0,0.0,0.0,0.0
819,pedrocamelo,0.0,0.0,0.0,0.0,0.0,0.0
820,pedacinhodoceu,0.0,0.0,0.0,0.0,0.0,0.0
821,objetivosorocaba,0.0,0.0,0.0,0.0,0.0,0.0
822,objetivoraiodesol,0.0,0.0,0.0,0.0,0.0,0.0
823,objetivoportal,0.0,0.0,0.0,0.0,0.0,0.0
824,objetivomairinque,0.0,0.0,0.0,0.0,0.0,0.0
825,nuvemvoadora,0.0,0.0,0.0,0.0,0.0,0.0
826,nucec,0.0,0.0,0.0,0.0,0.0,0.0
827,nsqmusers,0.0,0.0,0.0,0.0,0.0,0.0
828,nsfatima,0.0,0.0,0.0,0.0,0.0,0.0
829,nsdosagradocoracao,0.0,0.0,0.0,0.0,0.0,0.0
830,nsdasneves,0.0,0.0,0.0,0.0,0.0,0.0
831,nsconceicao,0.0,0.0,0.0,0.0,0.0,0.0
832,novageracaope,0.0,0.0,0.0,0.0,0.0,0.0
833,novaepoca,0.0,0.0,0.0,0.0,0.0,0.0
834,objetivosjc,0.0,0.0,0.0,0.0,0.0,0.0
835,objetivovgp,0.0,0.0,0.0,0.0,0.0,0.0
836,objetivozonanorte,0.0,0.0,0.0,0.0,0.0,0.0
837,paulovi,0.0,0.0,0.0,0.0,0.0,0.0
838,faculdadeamadeus,0.0,0.0,0.0,0.0,0.0,0.0
839,patriciafreitas,0.0,0.0,0.0,0.0,0.0,0.0
840,parceiros,0.0,0.0,0.0,0.0,0.0,0.0
841,palasatena,0.0,0.0,0.0,0.0,0.0,0.0
842,overcolegioecurso,0.0,0.0,0.0,0.0,0.0,0.0
843,over,0.0,0.0,0.0,0.0,0.0,0.0
844,ouse,0.0,0.0,0.0,0.0,0.0,0.0
845,opet,0.0,0.0,0.0,0.0,0.0,0.0
846,oliveiranetto,0.0,0.0,0.0,0.0,0.0,0.0
847,olavonunes,0.0,0.0,0.0,0.0,0.0,0.0
848,obrasilparacristo,0.0,0.0,0.0,0.0,0.0,0.0
849,primeiromundo,0.0,0.0,0.0,0.0,0.0,0.0
850,principius,0.0,0.0,0.0,0.0,0.0,0.0
851,santanavest,0.0,0.0,0.0,0.0,0.0,0.0
852,ruibarbosa,0.0,0.0,0.0,0.0,0.0,0.0
853,rogeriolourenco,0.0,0.0,0.0,0.0,0.0,0.0
854,riscorabisco,0.0,0.0,0.0,0.0,0.0,0.0
855,riobranco,0.0,0.0,0.0,0.0,0.0,0.0
856,renascenca,0.0,0.0,0.0,0.0,0.0,0.0
857,reisalomao,0.0,0.0,0.0,0.0,0.0,0.0
858,reginacoelirs,0.0,0.0,0.0,0.0,0.0,0.0
859,redhouseschool,0.0,0.0,0.0,0.0,0.0,0.0
860,redhouse,0.0,0.0,0.0,0.0,0.0,0.0
861,redeprojecao,0.0,0.0,0.0,0.0,0.0,0.0
862,redecaminhodosaber,0.0,0.0,0.0,0.0,0.0,0.0
863,redacaointerativa,0.0,0.0,0.0,0.0,0.0,0.0
864,ruilima,0.0,0.0,0.0,0.0,0.0,0.0
865,ruthgomesfigueira,0.0,0.0,0.0,0.0,0.0,0.0
866,santaizabel,0.0,0.0,0.0,0.0,0.0,0.0
867,santaclara,0.0,0.0,0.0,0.0,0.0,0.0
868,santacatarinaes,0.0,0.0,0.0,0.0,0.0,0.0
869,santaamalia,0.0,0.0,0.0,0.0,0.0,0.0
870,salinhadogui,0.0,0.0,0.0,0.0,0.0,0.0
871,salesianorecife,0.0,0.0,0.0,0.0,0.0,0.0
872,salesianodosalvador,0.0,0.0,0.0,0.0,0.0,0.0
873,salesianocampos,0.0,0.0,0.0,0.0,0.0,0.0
874,salesianoaracaju,0.0,0.0,0.0,0.0,0.0,0.0
875,saladeexatas,0.0,0.0,0.0,0.0,0.0,0.0
876,saladacristiane,0.0,0.0,0.0,0.0,0.0,0.0
877,saintgobain,0.0,0.0,0.0,0.0,0.0,0.0
878,sagradocoracaodejesus,0.0,0.0,0.0,0.0,0.0,0.0
879,sagrado,0.0,0.0,0.0,0.0,0.0,0.0
880,recriar,0.0,0.0,0.0,0.0,0.0,0.0
881,recreiochristianschool,0.0,0.0,0.0,0.0,0.0,0.0
882,recovale,0.0,0.0,0.0,0.0,0.0,0.0
883,projetoad,0.0,0.0,0.0,0.0,0.0,0.0
884,profluizbilac,0.0,0.0,0.0,0.0,0.0,0.0
885,profgilberto,0.0,0.0,0.0,0.0,0.0,0.0
886,professorsemfronteiras,0.0,0.0,0.0,0.0,0.0,0.0
887,professorgirao,0.0,0.0,0.0,0.0,0.0,0.0
888,professorgilberto,0.0,0.0,0.0,0.0,0.0,0.0
889,professorflavio,0.0,0.0,0.0,0.0,0.0,0.0
890,professoraleila,0.0,0.0,0.0,0.0,0.0,0.0
891,professorale,0.0,0.0,0.0,0.0,0.0,0.0
892,professoradechines,0.0,0.0,0.0,0.0,0.0,0.0
893,professor,0.0,0.0,0.0,0.0,0.0,0.0
894,profdouglas,0.0,0.0,0.0,0.0,0.0,0.0
895,profdiego,0.0,0.0,0.0,0.0,0.0,0.0
896,profdelano,0.0,0.0,0.0,0.0,0.0,0.0
897,profcrisfranco,0.0,0.0,0.0,0.0,0.0,0.0
898,profamanda,0.0,0.0,0.0,0.0,0.0,0.0
899,prodteste,0.0,0.0,0.0,0.0,0.0,0.0
900,recantodosaber,0.0,0.0,0.0,0.0,0.0,0.0
901,rcaidiomas,0.0,0.0,0.0,0.0,0.0,0.0
902,raphaeldisanto,0.0,0.0,0.0,0.0,0.0,0.0
903,raizeducacao,0.0,0.0,0.0,0.0,0.0,0.0
904,raiodesol,0.0,0.0,0.0,0.0,0.0,0.0
905,raimundoalves,0.0,0.0,0.0,0.0,0.0,0.0
906,radial,0.0,0.0,0.0,0.0,0.0,0.0
907,querobolsa,0.0,0.0,0.0,0.0,0.0,0.0
908,queroaprender,0.0,0.0,0.0,0.0,0.0,0.0
909,qeducadores,0.0,0.0,0.0,0.0,0.0,0.0
910,pvc,0.0,0.0,0.0,0.0,0.0,0.0
911,purissimo,0.0,0.0,0.0,0.0,0.0,0.0
912,pucsp,0.0,0.0,0.0,0.0,0.0,0.0
913,puccampinas,0.0,0.0,0.0,0.0,0.0,0.0
914,providencia,0.0,0.0,0.0,0.0,0.0,0.0
915,propostaatual,0.0,0.0,0.0,0.0,0.0,0.0
916,projetovida,0.0,0.0,0.0,0.0,0.0,0.0
917,paulofreire,0.0,0.0,0.0,0.0,0.0,0.0
918,escolapppp,0.0,0.0,0.0,0.0,0.0,0.0
919,experimente,0.0,0.0,0.0,0.0,0.0,0.0
920,colegioadventus,0.0,0.0,0.0,0.0,0.0,0.0
921,clubedopimpolho,0.0,0.0,0.0,0.0,0.0,0.0
922,ckadima,0.0,0.0,0.0,0.0,0.0,0.0
923,cieducando,0.0,0.0,0.0,0.0,0.0,0.0
924,cieb,0.0,0.0,0.0,0.0,0.0,0.0
925,cidadaniaevida,0.0,0.0,0.0,0.0,0.0,0.0
926,cicserratalhada,0.0,0.0,0.0,0.0,0.0,0.0
927,christianschool,0.0,0.0,0.0,0.0,0.0,0.0
928,chamberlain,0.0,0.0,0.0,0.0,0.0,0.0
929,cfsantoantonio,0.0,0.0,0.0,0.0,0.0,0.0
930,cevip,0.0,0.0,0.0,0.0,0.0,0.0
931,cevangelicoagj,0.0,0.0,0.0,0.0,0.0,0.0
932,cetutores,0.0,0.0,0.0,0.0,0.0,0.0
933,cetec,0.0,0.0,0.0,0.0,0.0,0.0
934,ceteb,0.0,0.0,0.0,0.0,0.0,0.0
935,cmodelo,0.0,0.0,0.0,0.0,0.0,0.0
936,cmpalmas,0.0,0.0,0.0,0.0,0.0,0.0
937,cmsaipiau,0.0,0.0,0.0,0.0,0.0,0.0
938,colegioacm,0.0,0.0,0.0,0.0,0.0,0.0
939,colegioabre,0.0,0.0,0.0,0.0,0.0,0.0
940,colegio1mundo,0.0,0.0,0.0,0.0,0.0,0.0
941,colegio15,0.0,0.0,0.0,0.0,0.0,0.0
942,colcognicao,0.0,0.0,0.0,0.0,0.0,0.0
943,colcardealarcoverde,0.0,0.0,0.0,0.0,0.0,0.0
944,colband,0.0,0.0,0.0,0.0,0.0,0.0
945,coebb,0.0,0.0,0.0,0.0,0.0,0.0
946,cnec,0.0,0.0,0.0,0.0,0.0,0.0
947,cocrenascenca,0.0,0.0,0.0,0.0,0.0,0.0
948,coc,0.0,0.0,0.0,0.0,0.0,0.0
949,cnsr,0.0,0.0,0.0,0.0,0.0,0.0
950,cnsl,0.0,0.0,0.0,0.0,0.0,0.0
951,cnsd,0.0,0.0,0.0,0.0,0.0,0.0
952,cnscarmo,0.0,0.0,0.0,0.0,0.0,0.0
953,cnsasjc,0.0,0.0,0.0,0.0,0.0,0.0
954,cnecitajai,0.0,0.0,0.0,0.0,0.0,0.0
955,cesimoesfilho,0.0,0.0,0.0,0.0,0.0,0.0
956,cesilvamachado,0.0,0.0,0.0,0.0,0.0,0.0
957,cesemeando,0.0,0.0,0.0,0.0,0.0,0.0
958,cenapegs,0.0,0.0,0.0,0.0,0.0,0.0
959,centroeditalva,0.0,0.0,0.0,0.0,0.0,0.0
960,centroedcordeiro,0.0,0.0,0.0,0.0,0.0,0.0
961,centroeaviv,0.0,0.0,0.0,0.0,0.0,0.0
962,centrodeensinomoderno,0.0,0.0,0.0,0.0,0.0,0.0
963,centec,0.0,0.0,0.0,0.0,0.0,0.0
964,censacampos,0.0,0.0,0.0,0.0,0.0,0.0
965,cenpec,0.0,0.0,0.0,0.0,0.0,0.0
966,cenic,0.0,0.0,0.0,0.0,0.0,0.0
967,cemonza,0.0,0.0,0.0,0.0,0.0,0.0
968,centroeducacionalaviv,0.0,0.0,0.0,0.0,0.0,0.0
969,cemj,0.0,0.0,0.0,0.0,0.0,0.0
970,cemi,0.0,0.0,0.0,0.0,0.0,0.0
971,ceme,0.0,0.0,0.0,0.0,0.0,0.0
972,cemaristasaojose,0.0,0.0,0.0,0.0,0.0,0.0
973,cemardf,0.0,0.0,0.0,0.0,0.0,0.0
974,cemanoelgoncalves,0.0,0.0,0.0,0.0,0.0,0.0
975,celp,0.0,0.0,0.0,0.0,0.0,0.0
976,cekerigma,0.0,0.0,0.0,0.0,0.0,0.0
977,centroeducacionalaprendiz,0.0,0.0,0.0,0.0,0.0,0.0
978,centroeducacionalimpar,0.0,0.0,0.0,0.0,0.0,0.0
979,cesc,0.0,0.0,0.0,0.0,0.0,0.0
980,cepresbiterianodebayeux,0.0,0.0,0.0,0.0,0.0,0.0
981,cesaber,0.0,0.0,0.0,0.0,0.0,0.0
982,certus,0.0,0.0,0.0,0.0,0.0,0.0
983,cermac,0.0,0.0,0.0,0.0,0.0,0.0
984,ceribeirogil,0.0,0.0,0.0,0.0,0.0,0.0
985,cerecantointerativo,0.0,0.0,0.0,0.0,0.0,0.0
986,cepvilhena,0.0,0.0,0.0,0.0,0.0,0.0
987,ceprojetar,0.0,0.0,0.0,0.0,0.0,0.0
988,ceprabotucatu,0.0,0.0,0.0,0.0,0.0,0.0
989,centroeducacionalkolping,0.0,0.0,0.0,0.0,0.0,0.0
990,cepotencial,0.0,0.0,0.0,0.0,0.0,0.0
991,ceportoseguro,0.0,0.0,0.0,0.0,0.0,0.0
992,cepe,0.0,0.0,0.0,0.0,0.0,0.0
993,cepaulofreire,0.0,0.0,0.0,0.0,0.0,0.0
994,cep,0.0,0.0,0.0,0.0,0.0,0.0
995,centroescolaranamelia,0.0,0.0,0.0,0.0,0.0,0.0
996,centroeducacionalsonhodedeus,0.0,0.0,0.0,0.0,0.0,0.0
997,centroeducacionalmeta,0.0,0.0,0.0,0.0,0.0,0.0
998,colegioadventista,0.0,0.0,0.0,0.0,0.0,0.0
999,colegioages,0.0,0.0,0.0,0.0,0.0,0.0
1000,cei,0.0,0.0,0.0,0.0,0.0,0.0
1001,colegioagnes,0.0,0.0,0.0,0.0,0.0,0.0
1002,colegioedsonmonteiro,0.0,0.0,0.0,0.0,0.0,0.0
1003,colegioecursoviver,0.0,0.0,0.0,0.0,0.0,0.0
1004,colegioecursoover,0.0,0.0,0.0,0.0,0.0,0.0
1005,colegioecursomeninojesus,0.0,0.0,0.0,0.0,0.0,0.0
1006,colegioecursomagma,0.0,0.0,0.0,0.0,0.0,0.0
1007,colegiodourado,0.0,0.0,0.0,0.0,0.0,0.0
1008,colegiodosalvador,0.0,0.0,0.0,0.0,0.0,0.0
1009,colegiodompe,0.0,0.0,0.0,0.0,0.0,0.0
1010,colegiodomboscomanaus,0.0,0.0,0.0,0.0,0.0,0.0
1011,colegiodimensao,0.0,0.0,0.0,0.0,0.0,0.0
1012,colegiodigital,0.0,0.0,0.0,0.0,0.0,0.0
1013,colegiodiaspora,0.0,0.0,0.0,0.0,0.0,0.0
1014,colegiodeovolente,0.0,0.0,0.0,0.0,0.0,0.0
1015,colegiodeltaserrinha,0.0,0.0,0.0,0.0,0.0,0.0
1016,colegiodelrey,0.0,0.0,0.0,0.0,0.0,0.0
1017,colegiodasagradafamilia,0.0,0.0,0.0,0.0,0.0,0.0
1018,colegiodarwin,0.0,0.0,0.0,0.0,0.0,0.0
1019,colegioeduardomarques,0.0,0.0,0.0,0.0,0.0,0.0
1020,colegioeducare,0.0,0.0,0.0,0.0,0.0,0.0
1021,colegioelo,0.0,0.0,0.0,0.0,0.0,0.0
1022,colegiofarroupilha,0.0,0.0,0.0,0.0,0.0,0.0
1023,colegiogracilianoramos,0.0,0.0,0.0,0.0,0.0,0.0
1024,colegiogetsemani,0.0,0.0,0.0,0.0,0.0,0.0
1025,colegiogalileu,0.0,0.0,0.0,0.0,0.0,0.0
1026,colegiofuturope,0.0,0.0,0.0,0.0,0.0,0.0
1027,colegiofuturomg,0.0,0.0,0.0,0.0,0.0,0.0
1028,colegiofredericoozanam,0.0,0.0,0.0,0.0,0.0,0.0
1029,colegiofera,0.0,0.0,0.0,0.0,0.0,0.0
1030,colegiofenix,0.0,0.0,0.0,0.0,0.0,0.0
1031,colegioexternatosjbv,0.0,0.0,0.0,0.0,0.0,0.0
1032,colegioelshadday,0.0,0.0,0.0,0.0,0.0,0.0
1033,colegioexpressao,0.0,0.0,0.0,0.0,0.0,0.0
1034,colegioeximius,0.0,0.0,0.0,0.0,0.0,0.0
1035,colegioevolucaoce,0.0,0.0,0.0,0.0,0.0,0.0
1036,colegioeverest,0.0,0.0,0.0,0.0,0.0,0.0
1037,colegioestrutural,0.0,0.0,0.0,0.0,0.0,0.0
1038,colegioequipern,0.0,0.0,0.0,0.0,0.0,0.0
1039,colegioequipeba,0.0,0.0,0.0,0.0,0.0,0.0
1040,colegiocristaoaquas,0.0,0.0,0.0,0.0,0.0,0.0
1041,colegiocriativo,0.0,0.0,0.0,0.0,0.0,0.0
1042,colegiocrescer,0.0,0.0,0.0,0.0,0.0,0.0
1043,colegioauxiliadora,0.0,0.0,0.0,0.0,0.0,0.0
1044,colegioatibaia,0.0,0.0,0.0,0.0,0.0,0.0
1045,colegioathena,0.0,0.0,0.0,0.0,0.0,0.0
1046,colegioasas,0.0,0.0,0.0,0.0,0.0,0.0
1047,colegioarturferreira,0.0,0.0,0.0,0.0,0.0,0.0
1048,colegioapoiomg,0.0,0.0,0.0,0.0,0.0,0.0
1049,colegioantoninaramos,0.0,0.0,0.0,0.0,0.0,0.0
1050,colegioanglomorumbi,0.0,0.0,0.0,0.0,0.0,0.0
1051,colegiobaraodemaua,0.0,0.0,0.0,0.0,0.0,0.0
1052,colegioamparosurubim,0.0,0.0,0.0,0.0,0.0,0.0
1053,colegioamericana,0.0,0.0,0.0,0.0,0.0,0.0
1054,colegioalvaromelo,0.0,0.0,0.0,0.0,0.0,0.0
1055,colegioalternativo,0.0,0.0,0.0,0.0,0.0,0.0
1056,colegioalexandra,0.0,0.0,0.0,0.0,0.0,0.0
1057,colegioalberteinstein,0.0,0.0,0.0,0.0,0.0,0.0
1058,colegioaguiabelojardim,0.0,0.0,0.0,0.0,0.0,0.0
1059,colegiobal,0.0,0.0,0.0,0.0,0.0,0.0
1060,colegiobatistadepalmas,0.0,0.0,0.0,0.0,0.0,0.0
1061,colegiocpm,0.0,0.0,0.0,0.0,0.0,0.0
1062,colegiocastro,0.0,0.0,0.0,0.0,0.0,0.0
1063,colegioconexaosaber,0.0,0.0,0.0,0.0,0.0,0.0
1064,colegiocoesi,0.0,0.0,0.0,0.0,0.0,0.0
1065,colegioclarassoti,0.0,0.0,0.0,0.0,0.0,0.0
1066,colegiockids,0.0,0.0,0.0,0.0,0.0,0.0
1067,colegiocfi,0.0,0.0,0.0,0.0,0.0,0.0
1068,colegiocebrapi,0.0,0.0,0.0,0.0,0.0,0.0
1069,colegiocatamara,0.0,0.0,0.0,0.0,0.0,0.0
1070,colegiocastelosp,0.0,0.0,0.0,0.0,0.0,0.0
1071,colegiobatistamineiro,0.0,0.0,0.0,0.0,0.0,0.0
1072,colegiocastelodosaber,0.0,0.0,0.0,0.0,0.0,0.0
1073,colegiocastelo,0.0,0.0,0.0,0.0,0.0,0.0
1074,colegiocarbonell,0.0,0.0,0.0,0.0,0.0,0.0
1075,colegiocanarinho,0.0,0.0,0.0,0.0,0.0,0.0
1076,colegiocaetano,0.0,0.0,0.0,0.0,0.0,0.0
1077,colegiobiangulo,0.0,0.0,0.0,0.0,0.0,0.0
1078,colegiobatistavr,0.0,0.0,0.0,0.0,0.0,0.0
1079,ceivanilsoncosta,0.0,0.0,0.0,0.0,0.0,0.0
1080,cegetsemani,0.0,0.0,0.0,0.0,0.0,0.0
1081,colegiogradual,0.0,0.0,0.0,0.0,0.0,0.0
1082,apogeupiaget,0.0,0.0,0.0,0.0,0.0,0.0
1083,apogeuparademinas,0.0,0.0,0.0,0.0,0.0,0.0
1084,apogeunovohorizonte,0.0,0.0,0.0,0.0,0.0,0.0
1085,apogeumbcursos,0.0,0.0,0.0,0.0,0.0,0.0
1086,apogeudivinopolis,0.0,0.0,0.0,0.0,0.0,0.0
1087,apogeucemap,0.0,0.0,0.0,0.0,0.0,0.0
1088,apogeuarcoiris,0.0,0.0,0.0,0.0,0.0,0.0
1089,apogeu,0.0,0.0,0.0,0.0,0.0,0.0
1090,aogprogressao,0.0,0.0,0.0,0.0,0.0,0.0
1091,aocubo,0.0,0.0,0.0,0.0,0.0,0.0
1092,anyway,0.0,0.0,0.0,0.0,0.0,0.0
1093,antonioportela,0.0,0.0,0.0,0.0,0.0,0.0
1094,antoniolima,0.0,0.0,0.0,0.0,0.0,0.0
1095,antoniocesar,0.0,0.0,0.0,0.0,0.0,0.0
1096,antoniairene,0.0,0.0,0.0,0.0,0.0,0.0
1097,apogeuuba,0.0,0.0,0.0,0.0,0.0,0.0
1098,apotec,0.0,0.0,0.0,0.0,0.0,0.0
1099,aprendaquimica,0.0,0.0,0.0,0.0,0.0,0.0
1100,ateneulondrina,0.0,0.0,0.0,0.0,0.0,0.0
1101,autores,0.0,0.0,0.0,0.0,0.0,0.0
1102,aulaosai,0.0,0.0,0.0,0.0,0.0,0.0
1103,aubrick,0.0,0.0,0.0,0.0,0.0,0.0
1104,atuall,0.0,0.0,0.0,0.0,0.0,0.0
1105,ativaaprendizagem,0.0,0.0,0.0,0.0,0.0,0.0
1106,athenasequipe,0.0,0.0,0.0,0.0,0.0,0.0
1107,associacaomariecurie,0.0,0.0,0.0,0.0,0.0,0.0
1108,aprendemesmo,0.0,0.0,0.0,0.0,0.0,0.0
1109,assisbrasil,0.0,0.0,0.0,0.0,0.0,0.0
1110,asario,0.0,0.0,0.0,0.0,0.0,0.0
1111,arvoredelivros,0.0,0.0,0.0,0.0,0.0,0.0
1112,arturtavares,0.0,0.0,0.0,0.0,0.0,0.0
1113,arcadenoe,0.0,0.0,0.0,0.0,0.0,0.0
1114,anitagoncalves,0.0,0.0,0.0,0.0,0.0,0.0
1115,anglosjc,0.0,0.0,0.0,0.0,0.0,0.0
1116,acqio,0.0,0.0,0.0,0.0,0.0,0.0
1117,agoramath,0.0,0.0,0.0,0.0,0.0,0.0
1118,agathoseducacional,0.0,0.0,0.0,0.0,0.0,0.0
1119,agathos,0.0,0.0,0.0,0.0,0.0,0.0
1120,agape,0.0,0.0,0.0,0.0,0.0,0.0
1121,aees,0.0,0.0,0.0,0.0,0.0,0.0
1122,adventus,0.0,0.0,0.0,0.0,0.0,0.0
1123,adventistasjrp,0.0,0.0,0.0,0.0,0.0,0.0
1124,adeajuda,0.0,0.0,0.0,0.0,0.0,0.0
1125,acessoportao,0.0,0.0,0.0,0.0,0.0,0.0
1126,aguiasdosaber,0.0,0.0,0.0,0.0,0.0,0.0
1127,acerto,0.0,0.0,0.0,0.0,0.0,0.0
1128,academiacrista,0.0,0.0,0.0,0.0,0.0,0.0
1129,academiaboaviagem,0.0,0.0,0.0,0.0,0.0,0.0
1130,abm,0.0,0.0,0.0,0.0,0.0,0.0
1131,abgarrenault,0.0,0.0,0.0,0.0,0.0,0.0
1132,agostiniano,0.0,0.0,0.0,0.0,0.0,0.0
1133,aja,0.0,0.0,0.0,0.0,0.0,0.0
1134,anglojacarei,0.0,0.0,0.0,0.0,0.0,0.0
1135,alura,0.0,0.0,0.0,0.0,0.0,0.0
1136,anglocassianoricardo,0.0,0.0,0.0,0.0,0.0,0.0
1137,andreiacastro,0.0,0.0,0.0,0.0,0.0,0.0
1138,andersonaraujo,0.0,0.0,0.0,0.0,0.0,0.0
1139,anchieta,0.0,0.0,0.0,0.0,0.0,0.0
1140,americanobatistadapraiadacosta,0.0,0.0,0.0,0.0,0.0,0.0
1141,alternativocursoecolegio,0.0,0.0,0.0,0.0,0.0,0.0
1142,akmaestra,0.0,0.0,0.0,0.0,0.0,0.0
1143,alphabc,0.0,0.0,0.0,0.0,0.0,0.0
1144,alphaacompanhamento,0.0,0.0,0.0,0.0,0.0,0.0
1145,alferomendes,0.0,0.0,0.0,0.0,0.0,0.0
1146,auxiliadorarj,0.0,0.0,0.0,0.0,0.0,0.0
1147,cefa,0.0,0.0,0.0,0.0,0.0,0.0
1148,bancodequestoes,0.0,0.0,0.0,0.0,0.0,0.0
1149,cct,0.0,0.0,0.0,0.0,0.0,0.0
1150,ccserrinha,0.0,0.0,0.0,0.0,0.0,0.0
