,namespace,Semana,Porcentagem de visualização de relatórios de SE por alunos
686,overmarciliofurtado,28,0.03636363636363636
687,villalobos,33,0.03599801390268123
688,stellamarisjuveve,25,0.03577371048252912
689,colegioglobal,32,0.03571428571428571
690,master,33,0.03571428571428571
691,colegioguilhermedealmeida,36,0.035634743875278395
692,colegiouniverso,25,0.03524229074889868
693,stellamarisaguaverde,34,0.035211267605633804
694,physicsmacapa,25,0.03488372093023256
695,valdemiracoelho,37,0.034482758620689655
696,ceabb,30,0.034482758620689655
697,villalobos,30,0.03426791277258567
698,integradaeducativa,36,0.033783783783783786
699,colegioeag,35,0.033783783783783786
700,alpha,37,0.03360370799536501
701,apogeustoantonio2,26,0.033582089552238806
702,physicsalmirantebarroso,36,0.03343949044585987
703,colegioiguatemy,36,0.03333333333333333
704,colegioecursoprogressao,29,0.033210332103321034
705,physicsbatistacampos,34,0.033143622363575494
706,colegioflamingo,32,0.03237410071942446
707,cem,34,0.03237095363079615
708,physicsalcindocacela,35,0.03228962818003914
709,moaciralves,36,0.03225806451612903
710,physicsaugustomontenegro,26,0.03225806451612903
711,physicsumarizal,32,0.031978680879413725
712,physicsalmirantebarroso,35,0.03168917057040507
713,colegioarena,36,0.03164556962025317
714,stellamarisxaxim,30,0.03148057058534186
715,acessosjpinhais,36,0.031446540880503145
716,stellamarisxaxim,32,0.031060094530722483
717,macvest,25,0.030837004405286344
718,physicsaugustomontenegro,35,0.030653266331658293
719,overmarciliofurtado,35,0.03065134099616858
720,apogeustoantonio2,34,0.030303030303030304
721,villalobos,26,0.030217849613492623
722,physicsbatistacampos,25,0.03018867924528302
723,physicscidadenova,35,0.029559959690964057
724,stellamarisxaxim,28,0.029411764705882353
725,isem,36,0.029411764705882353
726,psantagema,37,0.029411764705882353
727,adrianochan,36,0.02926829268292683
728,brasilcursinhos,24,0.029005524861878452
729,physicsbatistacampos,24,0.028925619834710745
730,pesenglish,32,0.02857142857142857
731,physicsconselheirofurtado,34,0.02857142857142857
732,objetivolorena,25,0.02849002849002849
733,colegioecursodesafio,34,0.028471528471528472
734,physicsbatistacampos,36,0.02821316614420063
735,murilorocha,35,0.027972027972027972
736,physicscidadenova,25,0.027564392227745142
737,colegiobrasilia,36,0.02734091458988628
738,villalobos,34,0.02726510067114094
739,profederal,32,0.02694610778443114
740,objetivolorena,24,0.026881720430107527
741,physicsconselheirofurtado,32,0.02666666666666667
742,brasilcursinhos,32,0.026652452025586353
743,colegioecursodesafio,35,0.026570048309178744
744,physicsumarizal,24,0.02631578947368421
745,psantagema,35,0.02631578947368421
746,physicsalmirantebarroso,34,0.026303428839830906
747,colegioecursodesafio,37,0.02617801047120419
748,physicsaugustomontenegro,36,0.025902668759811617
749,physicsbatistacampos,35,0.02558048012593467
750,colegiojoaopaulo,27,0.025477707006369428
751,primeirodemaio,26,0.025380710659898477
752,stellamarisaguaverde,30,0.02531645569620253
753,physicsaugustomontenegro,25,0.02531645569620253
754,insa,35,0.025
755,cursobase,25,0.024875621890547265
756,overmarciliofurtado,31,0.024844720496894408
757,physicsalcindocacela,26,0.024691358024691357
758,profederal,34,0.024630541871921183
759,colegioflamingo,31,0.024390243902439025
760,brasilcursinhos,26,0.024308466051969825
761,overabelcabral,37,0.024193548387096774
762,cem,31,0.024012393493415957
763,apogeustoantonio2,25,0.023890784982935155
764,cem,26,0.023880597014925373
765,profederal,31,0.023696682464454975
766,physicsumarizal,33,0.023692003948667325
767,brasilcursinhos,25,0.0234375
768,physicscidadenova,24,0.023299161230195712
769,colegiojoaopaulo,34,0.023255813953488372
770,overnascimentodecastro,25,0.023255813953488372
771,primeirodemaio,25,0.022900763358778626
772,profederal,35,0.022727272727272728
773,cats,31,0.022727272727272728
774,stellamarisxaxim,34,0.022691292875989446
775,cem,33,0.02258469259723965
776,universobarcarena,33,0.02252252252252252
777,objetivolorena,34,0.02249134948096886
778,physicsalmirantebarroso,24,0.022222222222222223
779,colegiobrasilia,26,0.022085889570552148
780,cem,35,0.022082018927444796
781,physicsmacapa,35,0.021739130434782608
782,universobarcarena,35,0.02092050209205021
783,colegiouniverso,32,0.0205761316872428
784,physicsumarizal,35,0.020570359981299673
785,colegiopremium,32,0.02040816326530612
786,overabelcabral,27,0.02027027027027027
787,cem,32,0.020242914979757085
788,primeirodemaio,24,0.020100502512562814
789,nucleocriativo,31,0.02
790,alpha,36,0.01994648504013622
791,adrianochan,27,0.019736842105263157
792,villalobos,29,0.0196078431372549
793,physicsalcindocacela,32,0.0195712954333644
794,ceprimeiromundo,25,0.019543973941368076
795,profederal,33,0.019404915912031046
796,physicsumarizal,34,0.018857142857142857
797,ceprimeiromundo,36,0.01834862385321101
798,cem,25,0.01834862385321101
799,overmarciliofurtado,27,0.01818181818181818
800,adrianochan,30,0.01818181818181818
801,casdinhosjc,31,0.017967434025828188
802,qescola,30,0.017857142857142856
803,macvest,34,0.017711171662125342
804,stellamarisxaxim,26,0.01764705882352941
805,cem,30,0.017543859649122806
806,colegiosete,37,0.017543859649122806
807,casdinhosjc,32,0.017444601603017446
808,physicsalcindocacela,33,0.017208413001912046
809,brasilcursinhos,28,0.017057569296375266
810,villalobos,35,0.0169826224328594
811,acessoboqueirao,36,0.016867469879518072
812,colegioflamingo,36,0.016713091922005572
813,cparaiso,30,0.016666666666666666
814,einsteinassis,26,0.0163265306122449
815,physicsumarizal,36,0.01566265060240964
816,acessoboqueirao,37,0.015625
817,physicscidadenova,36,0.015586945932781296
818,physicsalcindocacela,31,0.015533980582524271
819,cem,24,0.015267175572519083
820,macvest,26,0.015189873417721518
821,physicsmacapa,36,0.015053763440860216
822,profederal,27,0.015
823,stellamarisxaxim,35,0.01486013986013986
824,macvest,33,0.014492753623188406
825,ceprimeiromundo,28,0.014423076923076924
826,gerabixo,25,0.014388489208633094
827,apogeustoantonio2,27,0.014354066985645933
828,eccos,36,0.014218009478672985
829,physicsbatistacampos,26,0.013745704467353952
830,brasilcursinhos,31,0.013422818791946308
831,casdvest,26,0.013333333333333334
832,casdvest,29,0.013333333333333334
833,overabelcabral,36,0.013333333333333334
834,physicsaugustomontenegro,37,0.01293103448275862
835,qescola,27,0.012779552715654952
836,primeirodemaio,36,0.01272264631043257
837,villalobos,36,0.012671059300557527
838,contemporaneocidadeverde,32,0.0125
839,physicsumarizal,25,0.012468827930174564
840,physicsumarizal,26,0.012195121951219513
841,macvest,24,0.011834319526627219
842,acessoboqueirao,27,0.011799410029498525
843,educarse,25,0.011695906432748537
844,aescobjetivo,36,0.011627906976744186
845,adrianochan,32,0.01155115511551155
846,santoamerico,36,0.011260386736041003
847,acessoalmirantetamandare,37,0.011235955056179775
848,colegioguilhermedealmeida,37,0.0111731843575419
849,colegiodasamericas,37,0.011061946902654867
850,gerabixo,27,0.010917030567685589
851,gerabixo,28,0.010130246020260492
852,primeirodemaio,31,0.010050251256281407
853,brasilcursinhos,33,0.009950248756218905
854,santoamerico,29,0.009900990099009901
855,physicsalcindocacela,34,0.00950734658599827
856,colegioecursodesafio,36,0.00946969696969697
857,physicscidadenova,26,0.009291521486643438
858,spdacruz,37,0.009259259259259259
859,physicscidadenova,37,0.009183673469387756
860,casdinhosjc,24,0.009142857142857144
861,stellamarisxaxim,36,0.00881057268722467
862,educarse,32,0.008771929824561403
863,gerabixo,29,0.008733624454148471
864,santoamerico,37,0.008501594048884165
865,insa,30,0.008318478906714201
866,universobarcarena,36,0.008027522935779817
867,eacorcovado,36,0.00784313725490196
868,einsteinassis,37,0.007575757575757576
869,cats,35,0.007575757575757576
870,overpontanegra,37,0.007194244604316547
871,macvest,31,0.007067137809187279
872,macvest,36,0.007067137809187279
873,casdvest,32,0.00667779632721202
874,psantagema,36,0.006666666666666667
875,colegiobrasilia,29,0.006588579795021962
876,cem,36,0.006335797254487857
877,colegioecursodesafio,24,0.006211180124223602
878,villalobos,28,0.006183745583038869
879,informacao,33,0.006024096385542169
880,macvest,32,0.0058823529411764705
881,brasilcursinhos,27,0.005861664712778429
882,gerabixo,26,0.0054585152838427945
883,brasilcursinhos,34,0.005415162454873646
884,casdvest,31,0.005268703898840885
885,physicsbatistacampos,37,0.005221932114882507
886,brasilcursinhos,35,0.005221932114882507
887,stellamarisxaxim,37,0.005050505050505051
888,stellamarisjuveve,37,0.005025125628140704
889,casdvest,33,0.004945598417408506
890,porto,36,0.004853748882360454
891,colegioexatus,33,0.004545454545454545
892,brasilcursinhos,36,0.004512635379061372
893,colegiouniverso,33,0.0045045045045045045
894,benjaminconstant,33,0.0044444444444444444
895,macvest,35,0.004415011037527594
896,gerabixo,32,0.004359197907585004
897,profederal,25,0.0033519553072625698
898,casdvest,25,0.0033381020505484026
899,institutoeurofarma,36,0.003109452736318408
900,qescola,35,0.0029806259314456036
901,casdvest,24,0.0027624309392265192
902,informacao,30,0.0024154589371980675
903,informacao,31,0.0022935779816513763
904,escoladofuturo,32,0.0022727272727272726
905,gerabixo,24,0.002183406113537118
906,physicsumarizal,37,0.0018018018018018018
907,redeinspira,36,0.0017406440382941688
908,villalobos,37,0.0016722408026755853
909,gerabixo,34,0.001451378809869376
910,casdvest,27,0.0013812154696132596
911,colegiobrasilia,28,0.0012224938875305623
912,colegionobre,30,0.0010758472296933835
913,colegioliceu,35,0.0006522717049032838
914,qescola,24,0.00028901734104046245
915,sagradafamilia,35,0.0002830544722606617
916,santadoroteia,35,0.00010748065348237318
917,pioxi,36,0.0
918,cursoisfera,25,0.0
919,stellamarisaguaverde,29,0.0
920,cursoisfera,33,0.0
921,cursoenfase,33,0.0
922,cursoenfase,31,0.0
923,adrianochan,37,0.0
924,cursoisfera,26,0.0
925,stellamarisaguaverde,36,0.0
926,cursoisfera,34,0.0
927,integra,36,0.0
928,stellamarisaguaverde,35,0.0
929,spdacruz,36,0.0
930,integra,35,0.0
931,cursoisfera,36,0.0
932,dante,34,0.0
933,stellamarisjuveve,29,0.0
934,domhelder,26,0.0
935,acessosjpinhais,37,0.0
936,domhelder,27,0.0
937,domhelder,34,0.0
938,institutoeurofarma,35,0.0
939,cursoenfase,26,0.0
940,cparaiso,34,0.0
941,cursoenfase,25,0.0
942,cursobase,26,0.0
943,sas,34,0.0
944,apogeustoantonio2,32,0.0
945,sasadapt,26,0.0
946,sasadapt,27,0.0
947,jardimsaopaulo,25,0.0
948,apogeustoantonio2,30,0.0
949,sasadaptem,33,0.0
950,sasadaptfund,33,0.0
951,saseducacao,24,0.0
952,saseducacao,26,0.0
953,ismart,34,0.0
954,ismart,29,0.0
955,conexaosaber,34,0.0
956,contemporaneocidadeverde,28,0.0
957,ipdhsolucoes,26,0.0
958,serios,24,0.0
959,sistemadeensinogpi,34,0.0
960,sobral,29,0.0
961,anchietaba,30,0.0
962,invictus,37,0.0
963,invictus,36,0.0
964,eacorcovado,37,0.0
965,albertocabral,35,0.0
966,acessosantafelicidade,37,0.0
967,educamais,25,0.0
968,institutoeurofarma,32,0.0
969,francobrasileiro,25,0.0
970,universobarcarena,25,0.0
971,gerabixo,33,0.0
972,educarse,26,0.0
973,educarse,29,0.0
974,galois,28,0.0
975,acessoboqueirao,29,0.0
976,fundacaobradesco,27,0.0
977,educarse,30,0.0
978,educarse,33,0.0
979,educarse,34,0.0
980,venceslauchaves,24,0.0
981,faculdadeflamingo,37,0.0
982,eccos,37,0.0
983,educarse,35,0.0
984,villalobos,27,0.0
985,educarse,37,0.0
986,engenhomoscou,27,0.0
987,engenhomoscou,34,0.0
988,escola,34,0.0
989,escoladeimpacto,28,0.0
990,escoladofuturo,25,0.0
991,esmg,25,0.0
992,escolamaster,35,0.0
993,escoladofuturo,36,0.0
994,gerabixo,36,0.0
995,gerabixo,37,0.0
996,hamiltondarocha,34,0.0
997,educamais,36,0.0
998,sas,31,0.0
999,educamais,34,0.0
1000,insa,26,0.0
1001,insa,25,0.0
1002,informacao,36,0.0
1003,informacao,34,0.0
1004,informacao,32,0.0
1005,informacao,28,0.0
1006,informacao,27,0.0
1007,informacao,25,0.0
1008,informacao,24,0.0
1009,imaculada,34,0.0
1010,idb,26,0.0
1011,idb,25,0.0
1012,herciliovilanova,34,0.0
1013,acessopinhais,27,0.0
1014,acessohauer,37,0.0
1015,universitariolondrina,28,0.0
1016,hamiltondarocha,37,0.0
1017,acessohauer,24,0.0
1018,acessofazendariogrande,37,0.0
1019,acessofazendariogrande,36,0.0
1020,acessocampolargo,26,0.0
1021,sas,32,0.0
1022,joaorosa,24,0.0
1023,conexaosaber,25,0.0
1024,colegiodasamericas,30,0.0
1025,overnascimentodecastro,35,0.0
1026,primeirodemaio,32,0.0
1027,primeirodemaio,33,0.0
1028,primeirodemaio,34,0.0
1029,primeirodemaio,35,0.0
1030,overnascimentodecastro,32,0.0
1031,cats,36,0.0
1032,overnascimentodecastro,27,0.0
1033,colegioeag,27,0.0
1034,colegioecursodesafio,25,0.0
1035,overmarciliofurtado,29,0.0
1036,overjoaopessoa,37,0.0
1037,overjoaopessoa,31,0.0
1038,objetivoteresina,28,0.0
1039,objetivolorena,37,0.0
1040,colegioflamingo,37,0.0
1041,novotempo,34,0.0
1042,navegasas,30,0.0
1043,casdvest,36,0.0
1044,casdvest,35,0.0
1045,murilorocha,37,0.0
1046,colegioiguatemy,37,0.0
1047,mobile,26,0.0
1048,colegiodosjesuitas,35,0.0
1049,colegiocb,37,0.0
1050,colegiojoaopaulo,28,0.0
1051,positivoon,29,0.0
1052,cem,37,0.0
1053,ceprimeiromundo,32,0.0
1054,ceprimeiromundo,37,0.0
1055,charlesdarwin,24,0.0
1056,charlesdarwin,28,0.0
1057,cicerofranklin,27,0.0
1058,cognitivo,32,0.0
1059,cem,29,0.0
1060,escoladofuturo,33,0.0
1061,physicsalmirantebarroso,37,0.0
1062,physicsalmirantebarroso,29,0.0
1063,ceabb,37,0.0
1064,ceabb,35,0.0
1065,physicsalcindocacela,30,0.0
1066,overzonanorte,36,0.0
1067,overzonanorte,32,0.0
1068,colegiobrasilia,37,0.0
1069,overpontanegra,36,0.0
1070,ceabb,24,0.0
1071,colegiocb,28,0.0
1072,porto,37,0.0
1073,cats,37,0.0
1074,positivoon,28,0.0
1075,casdvest,30,0.0
1076,casdvest,28,0.0
1077,sas,28,0.0
1078,qescola,32,0.0
1079,colegiosaoluis,34,0.0
1080,qescola,36,0.0
1081,rede,35,0.0
1082,redefilhasdejesus,35,0.0
1083,saea,33,0.0
1084,colegiouniverso,26,0.0
1085,liessin,31,0.0
1086,colegiouniverso,31,0.0
1087,josesoares,35,0.0
1088,santoagostinholeblon,35,0.0
1089,joaoxxiii,35,0.0
1090,joaorosa,37,0.0
1091,colegiouniverso,34,0.0
1092,joaorosa,32,0.0
1093,barraazul,35,0.0
1094,aridesa,35,0.0
1095,arena,27,0.0
1096,arena,26,0.0
1097,arco,30,0.0
1098,apogeustoantonio2,35,0.0
1099,ceprimeiromundo,31,0.0
1100,colegiouniverso,36,0.0
1101,sas,25,0.0
1102,qescola,33,0.0
1103,liessinbarra,31,0.0
1104,colegiojoaopaulo,33,0.0
1105,macvest,27,0.0
1106,colegiojoaopaulo,36,0.0
1107,mesalva,30,0.0
1108,master,32,0.0
1109,master,30,0.0
1110,colegionobre,35,0.0
1111,colegiopremium,33,0.0
1112,colegiopremium,34,0.0
1113,colegioprogresso,28,0.0
1114,brasilcursinhos,37,0.0
1115,colegioriobranco,27,0.0
1116,colegiosantamaria,33,0.0
1117,colegiosaoluis,32,0.0
1118,mariamerces,35,0.0
1119,marialeao,34,0.0
1120,mariacarmo,35,0.0
1121,manoelqueiroz,31,0.0
1122,manoelbatista,30,0.0
1123,macvest,37,0.0
1124,macvest,30,0.0
1125,brasilcursinhos,30,0.0
1126,qescola,26,0.0
1127,macvest,28,0.0
1128,qescola,28,0.0
1129,zecarioca,26,0.0
