,name,grupo,namespace
291,Educa +,BONITO,liviacarneiro
292,Educa +,IPU,marialaura
293,Educa +,IPU,mariaeunice
294,Educa +,IPU,eldapereira
295,Educa +,IPU,murilorocha
296,Educa +,IPU,iracemarufino
297,Educa +,IPU,goncalomartins
298,Educa +,IPU,joaorosa
299,Educa +,IPU,luizgonzaga
300,Educa +,IPU,abiliomartins
301,Educa +,IPU,conradochaves
302,Educa +,IPU,melquiadescamelo
303,Educa +,IPU,guilhermefilho
304,Educa +,IPU,criancaesperanca
305,Educa +,IPU,pedrocamelo
306,Educa +,IPU,joaosampaio
307,Educa +,IPU,mariaolinda
308,Educa +,IPU,abdiasmartins
309,Educa +,IPU,antoniairene
310,Educa +,IPU,nsfatima
311,Educa +,UMIRIM,josepinheiro
312,Educa +,UMIRIM,manoelfrancisco
313,Educa +,IPU,formacoesipu
314,Educa +,UMIRIM,mocinhagomes
315,Educa +,UMIRIM,zacariasliberato
316,Educa +,UMIRIM,raimundoalves
317,Educa +,UMIRIM,franciscopinto
318,Educa +,BONITO,arlindocavalcanti
319,Educa +,UMIRIM,hamiltondarocha
320,Educa +,BONITO,josecabral
321,Educa +,BONITO,barraazul
322,Educa +,BONITO,josemariano
323,Educa +,BONITO,djanirapereira
324,Educa +,BONITO,josepiaulino
325,QBR 2021.1,Grupo 1,spdacruz
326,QBR 2021.1,Grupo 2,villalobos
327,QBR 2021.1,Grupo 1,aescobjetivo
328,QBR 2021.1,Grupo 1,ceespacolivre
329,QBR 2021.1,Grupo 1,colegiobetelbrasileirosp
330,QBR 2021.1,Grupo 1,colegiobilac
331,QBR 2021.1,Grupo 1,colegiocb
332,QBR 2021.1,Grupo 1,colegioguilhermedealmeida
333,QBR 2021.1,Grupo 1,colegioiguatemy
334,QBR 2021.1,Grupo 1,einsteinassis
335,QBR 2021.1,Grupo 1,escolaceciliameireles
336,QBR 2021.1,Grupo 1,integradaeducativa
337,QBR 2021.1,Grupo 1,isem
338,QBR 2021.1,Grupo 1,objetivolorena
339,QBR 2021.1,Grupo 1,oficinadoestudante
340,QBR 2021.1,Grupo 4,educarse
341,QBR 2021.1,Grupo 4,institutoeurofarma
342,QBR 2021.1,Grupo 4,adrianochan
343,QBR 2021.1,Grupo 4,profederal
344,QBR 2021.1,Grupo 4,anossaatmosfera
345,QBR 2021.1,Grupo 4,cursobase
346,QBR 2021.1,Grupo 4,cursoisfera
347,QBR 2021.1,Grupo 4,cursoleopoldo
348,QBR 2021.1,Grupo 4,cursosazambuja
349,QBR 2021.1,Grupo 4,gamt
350,QBR 2021.1,Grupo 4,laboratoriosromildo
351,QBR 2021.1,Grupo 6,faculdadeflamingo
352,QBR 2021.1,Grupo 8,crescercampinas
353,QBR 2021.1,Grupo 8,educandarioterciocorreia
354,QBR 2021.1,Grupo 8,institutocristao
355,QBR 2021.1,Grupo 9,cbpdigital
356,QBR 2021.1,Grupo 9,colegiobatistaindependente
357,QBR 2021.1,Grupo 9,colegioplanck
358,QBR 2021.1,Grupo 9,colegioup
359,QBR 2021.1,Grupo 9,magister
360,QBR 2021.1,Grupo 9,maplebearslz
361,QBR 2021.1,Progressão Educação,progressaodc
362,QBR 2021.1,Grupo 2,amadeus
363,QBR 2021.1,Grupo 2,cem
364,QBR 2021.1,Grupo 2,ciadosaber
365,QBR 2021.1,Grupo 2,colegioarena
366,QBR 2021.1,Grupo 2,colegioecursodesafio
367,QBR 2021.1,Grupo 2,colegioensitec
368,QBR 2021.1,Grupo 2,colegioflamingo
369,QBR 2021.1,Grupo 2,colegiofuturageracao
370,QBR 2021.1,Grupo 2,colegiointegral
371,QBR 2021.1,Grupo 2,colegiosete
372,QBR 2021.1,Progressão Educação,progressaoig
373,QBR 2021.1,Grupo 2,conexaosaber
374,QBR 2021.1,Grupo 2,invictus
375,QBR 2021.1,Grupo 2,psantagema
376,QBR 2021.1,Grupo 3,colegiobrasilia
377,QBR 2021.1,Grupo 3,colegiodasamericas
378,QBR 2021.1,Grupo 3,alpha
379,QBR 2021.1,Grupo 3,ceabb
380,QBR 2021.1,Grupo 3,eacorcovado
381,QBR 2021.1,Grupo 3,eccos
382,QBR 2021.1,Grupo 3,nucleocriativo
383,QBR 2021.1,Grupo 3,pioxi
384,QBR 2021.1,Progressão Educação,colegioecursoprogressao
385,QBR 2021.1,Progressão Educação,cursoprogressao
386,QBR 2021.1,Grupo 2,colegiouirapuru
387,QBR 2021.1,Grupo 7,crb
388,QBR 2021.1,Grupo 7,master
389,QBR 2021.1,Grupo 7,colegioeducallis
390,QBR 2021.1,Grupo 7,colegioglobal
391,QBR 2021.1,Grupo 8,cnslpb
392,QBR 2021.1,Grupo 8,litteratus
393,QBR 2021.1,Grupo 8,prismapatrocinio
394,QBR 2021.1,Grupo 9,deltaeducacional
395,QBR 2021.1,Grupo 9,pioxiicolegio
396,Cursinhos Populares,Grupo 1,cats
397,Cursinhos Populares,Grupo 1,cursinhoeach
398,Cursinhos Populares,Grupo 1,macvest
399,Cursinhos Populares,Grupo 1,caur
400,Cursinhos Populares,Grupo 1,pcf
401,Cursinhos Populares,Grupo 1,primeirodemaio
402,Cursinhos Populares,Grupo 1,casdvest
403,Cursinhos Populares,Grupo 1,garra
404,Cursinhos Populares,Grupo 1,prevest
405,Cursinhos Populares,Grupo 1,potenciacao
406,Cursinhos Populares,Grupo 1,casdinhosjc
407,PES English,,centroeducacionalelohim
408,PES English,,ulbrasaopedro
409,PES English,,ulbrasaojoao
410,PES English,Piloto PES,positivopassocerto
411,PES English,,batistabrasil
412,PES English,,suzano
413,PES English,,ipedeassis
414,PES English,,somar
415,PES English,Piloto PES,positivoaguaverde
416,PES English,Piloto PES,positivoboavista
417,PES English,Piloto PES,positivosemeador
418,PES English,,integrado
419,PES English,,saojoselencoispaulista
420,PES English,,dinamico
421,PES English,,sapequinha
422,PES English,,pequenoprincipe
423,PES English,,dabisa
424,PES English,,padrejuliomaria
425,PES English,,souzalopez
426,PES English,,liriodovale
427,PES English,,ied
428,PES English,Prospecção PES,colegiovivopiracicaba
429,PES English,,bagozzi
430,PES English,,bagozzikids
431,PES English,,interativa
432,PES English,,esibelem
433,PES English,,monteiro
434,PES English,Piloto PES,mundialfranciscobeltrao
435,PES English,,materdeipatobranco
436,PES English,,literal
437,PES English,,cidadaodoamanha
438,PES English,,nossofuturo
439,PES English,,alfaludi
440,PES English,,galileudecacapava
441,PES English,,ideal
442,PES English,,ceccianorte
443,PES English,,tradicaosaojosedospinhais
444,PES English,,cstawenceslaubraz
445,PES English,,saojosebarreiras
446,PES English,,prismafeiradesantana
447,PES English,,recantofeliz
448,PES English,,santoantoniobarbalha
449,PES English,,padreviana
450,PES English,,educator
451,PES English,,ebenezer
452,PES English,,educare
453,PES English,,masterbayeux
454,PES English,,masterbessa
455,PES English,,dommaster
456,PES English,,masterbancarios
457,PES English,Piloto PES,positivosantamaria
458,PES English,Piloto PES,positivomaster
459,PES English,Piloto PES,positivojunior
460,PES English,Piloto PES,positivojardimambiental
461,PES English,,cafa
462,PES English,,equipemacaiba
463,PES English,,mundialnatal
464,PES English,Piloto PES,positivojoinville
465,PES English,,metariobranco
466,PES English,,carpediemsede
467,PES English,,carpediemmangabas
468,PES English,,carpediemmontegordo
469,PES English,,carpediemkids
470,PES English,,carpediemvila
471,PES English,,mimosodooeste
472,PES English,,mundialsalvador
473,PES English,,pedacinhodoceualexania
474,PES English,,imaculadaconceicaocaceres
475,PES English,,isaacnewton
476,PES English,,centroeducacionalprimavera
477,PES English,,novadinamica
478,PES English,,madrecelesteananindeua
479,PES English,,intelectual
480,PES English,,madrecelesteicoaraci
481,PES English,,madrecelestetapajos
482,PES English,,madrecelestemarambaia
483,PES English,,centroeducacionalexpoente
484,PES English,,doremi
485,PES English,,ressurreicao
486,PES English,,doremibrasilia
487,PES English,,futura
488,PES English,,aeroisa
489,PES English,,visao
490,PES English,,danielberg
491,PES English,,colmeia
492,PES English,,happyschool
493,PES English,,solnascente
494,PES English,,novaaquarela
495,PES English,,wings
496,PES English,,acecbatista
497,PES English,,tiacoruja
498,PES English,,bebeprime
499,PES English,,cepel
500,PES English,Piloto PES,coopermundi
501,PES English,,cad
502,PES English,,exitus
503,PES English,,piemont
504,PES English,,ecelbandeirantes
505,PES English,,passionistadejandaiadosul
506,PES English,,intentus
507,PES English,,paroquialparanavai
508,PES English,,ecelurai
509,PES English,,degrauaracatuba
510,PES English,,pentagonocunha
511,PES English,,metropolitana
512,PES English,,madreanatolia
513,PES English,,santoanjomasther
514,PES English,,nossasenhoradasneves
515,PES English,,saopedrocanisio
516,PES English,,pilares
517,PES English,,passosfirmesmatelandia
518,PES English,,trilhandoofuturopinhais
519,PES English,,positivotelemacoborba
520,PES English,,domboscotomazina
521,PES English,,coracaodemariauniaodavitoria
522,PES English,,santoantoniojoinville
523,PES English,,oficinajoinville
524,PES English,,querubim
525,PES English,,esfasaolourencodooeste
526,PES English,,ulbraantares
527,PES English,,ulbradeaplicacao
528,PES English,,ulbracristosalvador
529,PES English,,ulbrasaopaulo
530,PES English,,ulbracristoredentor
531,PES English,,franciscanosaojose
532,PES English,,coopejbr
533,PES English,,ulbramartinho
534,PES English,,aprenderguaiba
535,PES English,,girassolnaometoque
536,PES English,,ulbrasaolucas
537,PES English,,recriartecamboriu
538,PES English,,carrosselindaial
539,PES English,,metropolitanoindaial
540,PES English,,futuro
541,PES English,,ulbrapalmas
542,PES English,,jeanpiagetaruja
543,PES English,,riscomagico
544,PES English,,torreforte
545,PES English,,videirinha
546,PES English,,videirajundiai
547,PES English,,omega
548,PES English,Piloto PES,universos
549,PES English,,novageracao
550,PES English,,dantas
551,PES English,,martinspenna
552,PES English,,castelobranco
553,PES English,,santamonicasaopaulo
554,PES English,,cruzeirodosul
555,PES English,,lua
556,PES English,,gerar
557,PES English,,unico
558,PES English,,passaro
559,PES English,,evoluir
560,PES English,,cunhacarvalho
561,PES English,,irenebargieri
562,PES English,,inovacaoperuibe
563,PES English,,oliveiras
564,PES English,,netuno
565,PES English,,moriah
566,PES English,,faculdrummond
567,PES English,,carlosdrummonddeandrade
568,PES English,,joaoxxiiisaopaulo
569,PES English,,luteranosp
570,PES English,,formosa
571,PES English,,potymirim
572,PES English,,comercialalvorada
573,PES English,,aparecida
574,PES English,,emilioderousseau
575,PES English,,cocarapiraca
576,PES English,,cescmanaus
577,PES English,,fundamental
578,PES English,,domboscosalvador
579,PES English,,portinariteixeiradefreitas
580,PES English,,kids
581,PES English,,piagetalmenara
582,PES English,,diamantecarmodamata
583,PES English,,riscoerabisco
584,PES English,,presbiteriano
585,PES English,,teixeiraneto
586,PES English,,diamante
587,PES English,,augustus
588,PES English,,alfabelem
589,PES English,,primeirainfancia
590,PES English,,genteimportante
591,PES English,,saomarcosalvorada
592,PES English,,esimedianeira
593,PES English,,santateresinhacampobom
594,PES English,,lasallecarmo
595,PES English,,imaculadaconceicaodoisirmaos
596,PES English,,institutodeeducacaosaojosemontenegro
597,PES English,,institutomeninodeus
